Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Примечания
,,MCC,,,Комплекс объектов представительств иностранных государств,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,MCD,,,Комплекс объектов представительств российской федерации за рубежом,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
N,,,,,"Комплексы ОКС для осуществления научных исследований, проектирования, изысканий",, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,NA,,,,Комплексы объектов для осуществления фундаментальных научных исследований,, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,,NAA,,,Комплекс объектов для осуществления научной деятельности в фундаментальных науках,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,NAB,,,Комплекс объектов экспериментальной базы фундаментальной науки,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,NB,,,,"Комплексы объектов для проведения инженерных изысканий, проектирования",, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,,NBA,,,Комплекс ОКС для осуществления изыскательской деятельности,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,NBB,,,Комплекс ОКС для осуществления проектной деятельности,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,NC,,,,"Комплекс для проведения технических испытаний, прикладных исследований, анализа и сертификации",, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,,NCA,,,"Комплекс объектов для осуществления анализа, сертификации, технических испытаний",, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,NCB,,,Комплекс объектов для осуществления деятельности в сфере прикладных исследований,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
P,,,,,Комплексы ОКС обеспечения безопасности и правопорядка,, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,PB,,,,Комплексы ОКС гражданской обороны и защиты населения,, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,,PBA,,,Комплекс объектов гражданской обороны,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,PBB,,,Комплекс объектов защиты населения,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,PC,,,,Комплексы ОКС для обеспечения безопасности и охраны правопорядка,, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,,PCA,,,Комплекс объектов обустройства государственной границы,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,PCB,,,"Комплекс объектов органов власти, обеспечивающих безопасность и охрану правопорядка",, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,PD,,,,Комплексы ОКС для обеспечения ликвидации чрезвычайных ситуаций и стихийных бедствий,, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,,PDA,,,Комплекс объектов для обеспечения ликвидации чрезвычайных ситуаций,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,PDB,,,Комплекс объектов пожарной охраны,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,PE,,,,Комплексы ОКС органов юстиции и правосудия,, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,,PEA,,,Комплекс объектов инфраструктуры уголовно-исполнительной системы,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,PEB,,,"Комплекс объектов судебных органов, прокуратуры, адвокатуры",, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
Q,,,,,Комплексы ОКС образования,, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,QA,,,,Комплексы объектов общего среднего и дошкольного образования,, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,,QAA,,,Комплекс объектов дошкольного образования,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,QAB,,,Комплекс объектов среднего образования,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,QB,,,,"Комплексы объектов среднего профессионального, высшего и дополнительного образования",, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,,QBA,,,Комплекс объектов высшего образования,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,QBB,,,Комплекс объектов дополнительного образования,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,QBC,,,Комплекс объектов среднего профессионального образования,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
R,,,,,Комплексы ОКС здравоохранения,, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,RA,,,,Комплексы ОКС лечебного обеспечения,, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,,RAA,,,Больница общего профиля,"Медицинская организация, в которой, при стационаре круглосуточного пребывания интегрированы поликлинические, диагностические, лечебные, научные и просветительские функции (или часть их), а также связанные с ними функции обслуживания пациентов, посетителей и персонала."," Приказ Минстроя России от 02.11.2022 N 928/пр 
СП 158.13330.2014",,,
,,RAB,,,Больница специализированная,"Медицинская организация, в которой, при стационаре круглосуточного пребывания интегрированы поликлинические, диагностические, лечебные, научные и просветительские функции (или часть их), а также связанные с ними функции обслуживания пациентов, посетителей и персонала."," Приказ Минстроя России от 02.11.2022 N 928/пр 
СП 158.13330.2014",,,
,,RAC,,,Диагностическая организация,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,RAD,,,Диспансер,"Медицинская организация, в которой, при стационаре круглосуточного пребывания интегрированы поликлинические, диагностические, лечебные, научные и просветительские функции (или часть их), а также связанные с ними функции обслуживания пациентов, посетителей и персонала."," Приказ Минстроя России от 02.11.2022 N 928/пр 
СП 158.13330.2014",,,
,,RAE,,,Лаборатория медицинская,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,RAF,,,Комплекс объектов инфраструктуры лечебного обеспечения,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,RAG,,,Поликлиника,"Организации, оказывающие внебольничную помощь пациентам, приходящим на прием, и на дому"," Приказ Минстроя России от 02.11.2022 N 928/пр 
СП 158.13330.2014",,,
,,RAH,,,Специализированная лечебно­профилактическая организация,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,RAJ,,,"Станция скорой медицинской помощи, переливания крови",, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,RAK,,,Центр медицинский,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,RB,,,,Комплексы ОКС санаторно-курортного обеспечения,, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,,RBA,,,Комплекс объектов курортной инфраструктуры,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,RBB,,,Санаторий,"Предприятие, расположенное обычно в курортной местности и предоставляющее комплекс санаторно-оздоровительных и рекреационных услуг с использованием преимущественно природных факторов (климат, минеральные воды, грязи) и физиотерапевтических средств, диеты и режима", Приказ Минстроя России от 02.11.2022 N 928/пр ,,,Определение синтезировано на основе ГОСТ Р 54599-2011
,RC,,,,Комплексы ОКС санитарно-эпидемиологического обеспечения,, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,,RCA,,,Санитарно-профилактическая организация,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,RCB,,,Эпидемиологическая организация,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,RD,,,,Медицинские организации особого типа,, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,,RDA,,,Комплекс объектов медицинских экспертных организаций,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,RDB,,,Специализированное медицинское бюро,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
S,,,,,Комплексы ОКС отдыха и развлечений,, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,SA,,,,Комплексы ОКС для отдыха с кратковременным проживанием,, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,,SAA,,,База отдыха,"Предприятие, предлагающее размещение, а также возможности и соответствующее оборудование для занятия спортом и развлечений, рестораны и магазины.", Приказ Минстроя России от 02.11.2022 N 928/пр ,,,Определение синтезировано на основе ГОСТ Р 53423-2009 (ИСО 18513:2003)
,,SAB,,,Дом отдыха,"Предприятие, расположенное в благоприятной природной местности, с инфраструктурой и объектами, способными удовлетворить духовные и иные потребности туристов для содействия поддержанию их жизнедеятельности, восстановлению и развитию физических сил и здоровья", Приказ Минстроя России от 02.11.2022 N 928/пр ,,,Определение синтезировано на основе ГОСТ Р 54599-2011
,,SAC,,,Лагерь,"Предприятие, предоставляющее размещение для детей, приезжающих для отдыха и оздоровления", Приказ Минстроя России от 02.11.2022 N 928/пр ,,,Определение синтезировано на основе ГОСТ Р 53423-2009 (ИСО 18513:2003)
,SB,,,,Комплексы ОКС для развлечений и отдыха,, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,,SBA,,,Комплекс объектов для познавательных развлечений,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,SBB,,,Комплекс объектов для развлечений и отдыха,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
T,,,,,Комплексы объектов физической культуры и спорта,, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,TA,,,,Крытые спортивные комплексы,, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,,TAA,,,Крытый комплекс для зимних видов спорта,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,TAB,,,Многофункциональный крытый спортивный комплекс,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,TAC,,,Специализированный крытый спортивный комплекс,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,TAD,,,Стадион крытый,"Спортивное сооружение (в т.ч. манеж), на которой проводится футбольный матч, включая спортивную арену, с прилегающей территорией, вплоть до внешнего ограждения."," Приказ Минстроя России от 02.11.2022 N 928/пр 
СП 285.1325800.2016",,,
,TB,,,,Комплексы для водных видов спорта,, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,,TBA,,,Бассейн,"Открытый или крытый искусственный водоем, предназначенный для плавания, занятий водным спортом других видов, купания или принятия водных, в том числе лечебных, процедур, с постоянно проходящими через него (в режиме циркуляции или протока) потоками воды, оборудованный или не оборудованный системой водоподготовки, имеющий или не имеющий в своем составе водные горки и/или другие водные аттракционы"," Приказ Минстроя России от 02.11.2022 N 928/пр 
ГОСТ Р 53491.1-2009",,,
,,TBB,,,Гребной канал,"Гидротехническое искусственное спортивное сооружение, предназначенное для проведения соревнований и тренировок по гребным видам спорта, состоящее из основного русла и обводного канала."," Приказ Минстроя России от 02.11.2022 N 928/пр 
СП 459.1325800.2019 ",,,
,TC,,,,Открытые спортивные комплексы,, Приказ Минстроя России от 02.11.2022 N 928/пр ,По виду комплекса ОКС,,
,,TCA,,,Открытый комплекс для зимних видов спорта,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,TCB,,,Многофункциональный открытый спортивный комплекс,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,TCC,,,Специализированный открытый спортивный комплекс,, Приказ Минстроя России от 02.11.2022 N 928/пр ,,,
,,TCD,,,Стадион открытый,"Открытое комплексное спортивное сооружение, включающее спортивное ядро (футбольное поле, беговые дорожки, места для прыжков и метаний), окруженное трибунами для зрителей, площадки для спортивных игр и гимнастики", Приказ Минстроя России от 02.11.2022 N 928/пр ,,,Синтезированное определение
