code,level_1,level_2,level_3,param_1,param_2,param_3
ВР 60 45 52,,,Улучшенная окраска колером масляным разбеленным по дереву заполнений дверных проемов,3.15-99-4,Чистовая отделка дверных проёмов,все
ВР 60 45 53,,,Улучшенная окраска колером масляным разбеленным по дереву заполнений оконных проемов,3.15-99-5,Чистовая отделка оконных проёмов,все
ВР 60 45 54,,,"Улучшенная окраска колером масляным разбеленным по дереву дверных блоков, подготовленных под вторую окраску",3.15-99-6,Дверь,все
ВР 60 45 55,,,"Улучшенная окраска колером масляным разбеленным по дереву оконных блоков, подготовленных под вторую окраску",3.15-99-7,Окно,все
ВР 60 45 56,,,Улучшенная окраска колером масляным разбеленным стен по штукатурке,3.15-99-8,Чистовая отделка стен,все
ВР 60 45 57,,,Улучшенная окраска колером масляным разбеленным потолков по штукатурке,3.15-99-9,Чистовая отделка потолков,все
ВР 60 45 58,,,"Улучшенная окраска колером масляным разбеленным стен по сборным конструкциям, подготовленным под окраску",3.15-99-10,Чистовая отделка стен,все
ВР 60 45 59,,,"Улучшенная окраска колером масляным разбеленным потолков по сборным конструкциям, подготовленным под окраску",3.15-99-11,Чистовая отделка потолков,все
ВР 60 45 60,,,Улучшенная окраска белилами стен по дереву,3.15-100-1,Чистовая отделка стен,все
ВР 60 45 61,,,Улучшенная окраска белилами потолков по дереву,3.15-100-2,Чистовая отделка потолков,все
ВР 60 45 62,,,Улучшенная окраска белилами по дереву заполнений дверных проемов,3.15-100-3,Чистовая отделка дверных проёмов,все
ВР 60 45 63,,,Улучшенная окраска белилами по дереву заполнений оконных проемов,3.15-100-4,Чистовая отделка оконных проёмов,все
ВР 60 45 64,,,"Улучшенная окраска белилами по дереву дверных блоков, подготовленных под вторую окраску",3.15-100-5,Дверь,все
ВР 60 45 65,,,"Улучшенная окраска белилами по дереву оконных блоков, подготовленных под вторую окраску",3.15-100-6,Окно,все
ВР 60 45 66,,,Улучшенная окраска белилами стен по штукатурке,3.15-100-7,Чистовая отделка стен,все
ВР 60 45 67,,,Улучшенная окраска белилами потолков по штукатурке,3.15-100-8,Чистовая отделка потолков,все
ВР 60 45 68,,,"Улучшенная окраска белилами стен по сборным конструкциям, подготовленным под окраску",3.15-100-9,Чистовая отделка стен,готовое изделие
ВР 60 45 69,,,"Улучшенная окраска белилами потолков по сборным конструкциям, подготовленным под окраску",3.15-100-10,Чистовая отделка потолков,готовое изделие
ВР 60 45 70,,,Высококачественная окраска колером масляным разбеленным стен по дереву,3.15-101-1,Чистовая отделка стен,все
ВР 60 45 71,,,Высококачественная окраска колером масляным разбеленным потолков по дереву,3.15-101-2,Чистовая отделка потолков,все
ВР 60 45 72,,,Высококачественная окраска колером масляным разбеленным полов по дереву,3.15-101-3,Покрытие пола,все
ВР 60 45 73,,,Высококачественная окраска колером масляным разбеленным по дереву заполнений дверных проемов,3.15-101-4,Чистовая отделка дверных проёмов,все
ВР 60 45 74,,,Высококачественная окраска колером масляным разбеленным по дереву заполнений оконных проемов,3.15-101-5,Чистовая отделка оконных проёмов,все
ВР 60 45 75,,,Высококачественная окраска колером масляным разбеленным стен по штукатурке,3.15-101-6,Чистовая отделка стен,все
ВР 60 45 76,,,Высококачественная окраска колером масляным разбеленным потолков по штукатурке,3.15-101-7,Чистовая отделка потолков,все
ВР 60 45 77,,,"Высококачественная окраска колером масляным разбеленным стен по сборным конструкциям, подготовленным под окраску",3.15-101-8,Чистовая отделка стен,готовое изделие
ВР 60 45 78,,,"Высококачественная окраска колером масляным разбеленным потолков по сборным конструкциям, подготовленным под окраску",3.15-101-9,Чистовая отделка потолков,готовое изделие
ВР 60 45 79,,,Высококачественная окраска белилами стен по дереву,3.15-102-1,Чистовая отделка стен,все
ВР 60 45 80,,,Высококачественная окраска белилами потолков по дереву,3.15-102-2,Чистовая отделка потолков,все
ВР 60 45 81,,,Высококачественная окраска белилами по дереву заполнений дверных проемов,3.15-102-3,Чистовая отделка дверных проёмов,все
ВР 60 45 82,,,Высококачественная окраска белилами по дереву заполнений оконных проемов,3.15-102-4,Чистовая отделка оконных проёмов,все
ВР 60 45 83,,,Высококачественная окраска белилами стен по штукатурке,3.15-102-5,Чистовая отделка стен,все
ВР 60 45 84,,,Высококачественная окраска белилами по штукатурке потолков,3.15-102-6,Чистовая отделка потолков,все
ВР 60 45 85,,,"Высококачественная окраска белилами стен по сборным конструкциям, подготовленным под окраску",3.15-102-7,Чистовая отделка стен,готовое изделие
ВР 60 45 86,,,"Высококачественная окраска белилами потолков по сборным конструкциям, подготовленным под окраску",3.15-102-8,Чистовая отделка потолков,готовое изделие
ВР 60 45 87,,,Рядовая разделка с последующей лессировкой окрашиваемой поверхности стен,3.15-105-1,Чистовая отделка стен,все
ВР 60 45 88,,,Рядовая разделка с последующей лессировкой окрашиваемой поверхности дверных заполнений,3.15-105-2,Чистовая отделка дверных проёмов,все
ВР 60 45 89,,,Покрытие полов лаком по огрунтованной или окрашенной поверхности,"3.15-106-1
3.15-106-2",Покрытие пола,все
ВР 60 45 90,,,Окраска эмалевыми составами по дереву стен с подготовкой поверхности,3.15-111-1,Чистовая отделка стен,все
ВР 60 45 91,,,Окраска эмалевыми составами по дереву с подготовкой поверхности заполнений дверных проемов,3.15-111-2,Чистовая отделка дверных проёмов,все
ВР 60 45 92,,,Окраска эмалевыми составами по дереву с подготовкой поверхности заполнений оконных проемов,3.15-111-3,Чистовая отделка оконных проёмов,все
ВР 60 45 93,,,Покрытие масляными и спиртовым лаками стен по окрашиваемой или огрунтованной поверхности,"3.15-111-4
3.15-111-8",Чистовая отделка стен,все
ВР 60 45 94,,,Покрытие масляными и спиртовым лаками потолков по окрашиваемой или огрунтованной поверхности,"3.15-111-5
3.15-111-9",Чистовая отделка потолков,все
ВР 60 45 95,,,Покрытие масляными и спиртовым лаками по окрашиваемой или огрунтованной поверхности заполнений дверных проемов,"3.15-111-6
3.15-111-10",Чистовая отделка дверных проёмов,все
ВР 60 45 96,,,Покрытие масляными и спиртовыми лаками по окрашиваемой или огрунтованной поверхности заполнений оконных проемов,"3.15-111-7
3.15-111-11",Чистовая отделка оконных проёмов,все
ВР 60 45 97,,,Покрытие масляными или спиртовыми лаками стен по проолифленной поверхности,"3.15-112-1
3.15-112-5",Чистовая отделка стен,все
ВР 60 45 98,,,Покрытие масляными или спиртовыми лаками потолков по проолифленной поверхности,"3.15-112-2
3.15-112-6",Чистовая отделка потолков,все
ВР 60 45 99,,,Покрытие масляными или спиртовыми лаками по проолифленной поверхности заполнений дверных проемов,"3.15-112-3
3.15-112-7",Чистовая отделка дверных проёмов,все
ВР 60 45 100,,,Покрытие масляными или спиртовыми лаками по проолифленной поверхности заполнений оконных проемов,"3.15-112-4
3.15-112-8",Чистовая отделка оконных проёмов,все
ВР 60 50,,Подготовка под окраску поверхностей внутри зданий,,,,
ВР 60 50 01,,,Третья шпатлевка стен при высококачественной окраске по дереву,3.15-103-1,Чистовая отделка стен,все
ВР 60 50 02,,,Третья шпатлевка потолков при высококачественной окраске по дереву,3.15-103-2,Чистовая отделка потолков,все
ВР 60 50 03,,,Третья шпатлевка заполнений дверных проемов при высококачественной окраске по дереву,3.15-103-3,Чистовая отделка дверных проёмов,все
ВР 60 50 04,,,Третья шпатлевка заполнений оконных проемов при высококачественной окраске по дереву,3.15-103-4,Чистовая отделка оконных проёмов,все
ВР 60 50 05,,,"Третья шпатлевка стен при высококачественной окраске по штукатурке и сборным конструкциям, подготовленным под окраску",3.15-103-5,Чистовая отделка стен,готовое изделие
ВР 60 50 06,,,"Третья шпатлевка потолков при высококачественной окраске по штукатурке и сборным конструкциям, подготовленным под окраску",3.15-103-6,Чистовая отделка потолков,готовое изделие
ВР 60 50 07,,,Подготовка под окраску или оклейку обоями перегородок из гипсокартонных листов,3.15-104-1,Чистовая отделка перегородок,все
ВР 60 50 08,,,Подготовка под окраску или оклейку обоями подвесных потолков из гипсокартонных листов,3.15-104-2,Чистовая отделка потолков,все
ВР 60 50 09,,,Подготовка поверхностей пазогребневых перегородок под окраску или оклейку обоями,3.15-167-1,Чистовая отделка перегородок,все
ВР 60 55,,Окраска металлоконструкций,,,,
ВР 60 55 01,,,Масляная окраска белилами с добавлением колера больших металлических поверхностей (кроме кровель),"3.15-107-1
3.15-107-2",Все металлические конструкции под покраску (кроме кровель),все
ВР 60 55 02,,,"Масляная окраска белилами с добавлением колера стальных балок, труб",3.15-107-3,"Балка
Труба",все
ВР 60 55 03,,,"Масляная окраска белилами с добавлением колера металлических решеток, переплетов, труб",3.15-107-4,"Решётка
Переплёт
Труба",все
ВР 60 55 04,,,Окраска суриком больших металлических поверхностей (кроме кровель),"3.15-108-1
3.15-108-2",Все металлические конструкции под покраску (кроме кровель),все
ВР 60 55 05,,,"Окраска суриком стальных балок, труб",3.15-108-3,"Балка
Труба",все
ВР 60 55 06,,,"Окраска суриком металлических решеток, переплетов, радиаторов, труб",3.15-108-4,"Решётка
Переплёт
Радиатор
Труба",все
ВР 60 55 07,,,Окраска кровли суриком,"3.15-109-1
3.15-109-2",Все металлические кровельные конструкции под покраску,все
ВР 60 55 08,,,Окраска суриком стальных обделок на фасадах с водосточными трубами,3.15-110-1,Обделка фасада,все
ВР 60 55 09,,,Окраска суриком стальных обделок на фасадах без водосточных труб,3.15-110-2,Обделка фасада,все
ВР 60 55 10,,,Окраска по металлу печным лаком стен,"3.15-113-1
3.15-114-1",Стена (металлическая),все
ВР 60 55 11,,,Окраска по металлу печным лаком заполнений дверных проемов и печей,"3.15-113-2
3.15-114-2","Дверь (металлическая)
Печь (металлическая)",все
ВР 60 55 12,,,"Окраска по металлу печным лаком заполнений оконных проемов, решеток и печных труб","3.15-113-3
3.15-114-3",Окно (металлическое),все
ВР 60 55 13,,,Окраска по металлу кузбасским лаком стен,"3.15-113-4
3.15-114-4",Стена (металлическая),все
ВР 60 55 14,,,Окраска по металлу кузбасским лаком заполнений дверных проемов и печей,"3.15-113-5
3.15-114-5","Дверь (металлическая)
Печь (металлическая)",все
ВР 60 55 15,,,Окраска по металлу кузбасским лаком заполнений оконных проемов и решеток,"3.15-113-6
3.15-114-6","Окно (металлическое)
Решётка",все
ВР 60 55 16,,,Окраска по металлу графитом,3.15-113-7,Все металлоконструкции,все
ВР 60 55 17,,,Окраска по металлу графитом заполнений дверных проемов и печей,3.15-113-8,"Дверь (металлическая)
Печь (металлическая)",все
ВР 60 55 18,,,Окраска по металлу графитом заполнений оконных проемов и решеток,3.15-113-9,Окно (металлическое),все
ВР 60 55 19,,,Окраска по металлу металлическим порошком решеток,3.15-113-10,Решётка,все
ВР 60 60,,Остекление,,,,
ВР 60 60 01,,,"Остекление оконным стеклом окон в два переплета, открывающихся в одну сторону","3.15-116-1
3.15-118-1",Окно,все
ВР 60 60 02,,,"Остекление оконным стеклом окон в два переплета, открывающихся в разные стороны","3.15-116-2
3.15-118-2",Окно,все
ВР 60 60 03,,,Остекление оконным стеклом окон с одинарным переплетом,"3.15-116-3
3.15-118-3",Окно,все
ВР 60 60 04,,,Остекление оконным стеклом окон со спаренным переплетом,"3.15-116-4
3.15-118-4",Окно,все
ВР 60 60 05,,,Остекление оконным стеклом фрамуг с одним переплетом,"3.15-116-5
3.15-118-5",Фрамуга,все
ВР 60 60 06,,,"Остекление оконным стеклом дверей балконных в два полотна, открывающихся в одну сторону","3.15-116-6
3.15-118-6",Дверь балконная,все
ВР 60 60 07,,,"Остекление оконным стеклом дверей балконных в два полотна, открывающихся в разные стороны","3.15-116-7
3.15-118-7",Дверь балконная,все
ВР 60 60 08,,,Остекление оконным стеклом дверей балконных с одинарным переплетом,"3.15-116-8
3.15-118-8",Дверь балконная,все
ВР 60 60 09,,,Остекление оконным стеклом дверей балконных со спаренным переплетом,"3.15-116-9
3.15-118-9",Дверь балконная,все
ВР 60 60 10,,,Остекление стеклом оконным дверей (кроме балконных) на штапиках по замазке,3.15-117-1,Дверь,все
ВР 60 60 11,,,Остекление стеклом оконным дверей (кроме балконных) на эластичных прокладках,3.15-117-2,Дверь,все
ВР 60 60 12,,,Остекление стеклом витринным дверей на эластичных прокладках,3.15-117-3,Дверь,все
ВР 60 60 13,,,Остекление стеклом витринным на эластичных прокладках витрин с металлическими переплетами,3.15-117-4,Витрина,все
ВР 60 60 14,,,Тройное остекление деревянных переплетов оконным стеклом окон в два спаренных переплета,3.15-119-1,Окно,все
ВР 60 60 15,,,Тройное остекление деревянных переплетов оконным стеклом дверей балконных в два спаренных переплета,3.15-119-2,Окно,все
ВР 60 60 16,,,Тройное остекление деревянных переплетов в жилых и общественных зданиях оконным стеклом окон в два спаренных переплета,3.15-120-1,Окно,все
ВР 60 60 17,,,Тройное остекление деревянных переплетов в жилых и общественных зданиях оконным стеклом дверей балконных в два спаренных переплета,3.15-120-2,Дверь балконная,все
ВР 60 60 18,,,Остекление дверных одинарных полотен,3.15-121-1,Дверь,все
ВР 60 60 19,,,"Остекление стеклом оконным деревянных переплетов промышленных зданий, установленных в коробки",3.15-122-1,Окно,все
ВР 60 60 20,,,"Остекление стеклом оконным деревянных переплетов промышленных зданий, установленных без коробок",3.15-122-2,Окно,все
ВР 60 60 21,,,"Остекление стеклом армированным деревянных переплетов промышленных зданий, установленных в коробки",3.15-122-3,Окно,все
ВР 60 60 22,,,"Остекление стеклом армированным деревянных переплетов промышленных зданий, установленных без коробок",3.15-122-4,Окно,все
ВР 60 60 23,,,Остекление стеклом оконным перегородок в промышленных зданиях,"3.15-122-5
3.15-123-5",Перегородка,все
ВР 60 60 24,,,Остекление перегородок армированным стеклом,3.15-122-6,Перегородка,все
ВР 60 60 25,,,Остекление стеклом оконным стеновых стальных переплетов в промышленных зданиях,3.15-123-1,Окно,все
ВР 60 60 26,,,Остекление стеклом оконным стальных переплетов фонарных в промышленных зданий,3.15-123-2,Окно,все
ВР 60 60 27,,,Остекление стеклом армированным стальных переплетов стеновых в промышленных зданиях,3.15-123-3,Переплёт,все
ВР 60 60 28,,,Остекление стеклом армированным стальных переплетов фонарных в промышленных зданиях,3.15-123-4,Переплёт,все
ВР 60 60 29,,,Остекление стеклом армированным перегородок в промышленных зданиях,3.15-123-6,Перегородка,все
ВР 60 60 30,,,Остекление оконных переплетов металлических профильным стеклом в один слой,3.15-124-1,Окно,все
ВР 60 60 31,,,Остекление оконных переплетов деревянных профильным стеклом в один слой,3.15-124-3,Окно,все
ВР 60 60 32,,,Остекление перегородок профильным стеклом в один слой,3.15-125-1,Перегородка,все
ВР 60 60 33,,,Остекление перегородок профильным стеклом в два слоя,3.15-125-2,Перегородка,все
ВР 60 60 34,,,Остекление в построечных условиях металлических переплетов двухслойными стеклопакетами,"3.15-126-1
3.15-126-2
3.15-126-3
3.15-126-4",Окно,все
ВР 60 65,,Оклейка поверхностей внутри зданий,,,,
ВР 60 65 01,,,Оклейка тканями полов,3.15-106-3,Покрытие пола,все
ВР 60 65 02,,,Оклейка тканями стен,3.15-106-4,Чистовая отделка стен,все
ВР 60 65 03,,,Оклейка тканями потолков,3.15-106-5,Чистовая отделка потолков,все
ВР 60 65 04,,,Оклейка обоями простыми и средней плотности стен по монолитной штукатурке и бетону,3.15-127-1,Чистовая отделка стен,все
ВР 60 65 05,,,Оклейка обоями тиснеными и плотными стен по монолитной штукатурке и бетону,3.15-127-2,Чистовая отделка стен,все
ВР 60 65 06,,,"Оклейка обоями простыми и средней плотности стен по листовым материалам, гипсобетонным и гипсолитовым поверхностям",3.15-127-3,Чистовая отделка стен,все
ВР 60 65 07,,,"Оклейка обоями тиснеными и плотными стен по листовым материалам, гипсобетонным и гипсолитовым поверхностям",3.15-127-4,Чистовая отделка стен,все
ВР 60 65 08,,,Оклейка обоями потолков,3.15-127-5,Чистовая отделка потолков,все
ВР 60 65 09,,,Обивка дверей облицовочными материалами по войлоку,3.15-127-6,Дверь,все
ВР 60 65 10,,,Оклейка стен моющимися обоями на бумажной основе по штукатурке и бетону,3.15-128-1,Чистовая отделка стен,все
ВР 60 65 11,,,Оклейка стен моющимися обоями на тканевой основе по штукатурке и бетону,3.15-128-2,Чистовая отделка стен,все
ВР 60 65 12,,,Оклейка стен моющимися обоями на бумажной основе по гипсобетонным и гипсолитовым поверхностям,3.15-128-3,Чистовая отделка стен,все
ВР 60 65 13,,,Оклейка стен моющимися обоями на тканевой основе по гипсобетонным и гипсолитовым поверхностям,3.15-128-4,Чистовая отделка стен,все
ВР 60 65 14,,,Оклейка стен моющимися обоями на бумажной основе по листовым материалам,3.15-128-5,Чистовая отделка стен,все
ВР 60 65 15,,,Оклейка стен моющимися обоями на тканевой основе по листовым материалам,3.15-128-6,Чистовая отделка стен,все
ВР 60 65 16,,,Оклейка стен поливинилхлоридной декоративно-отделочной самоклеющейся пленкой по штукатурке и бетону,3.15-129-1,Чистовая отделка стен,все
ВР 60 65 17,,,Оклейка стен поливинилхлоридной декоративно-отделочной самоклеющейся пленкой по гипсобетону и гипсолитовым поверхностям,3.15-129-2,Чистовая отделка стен,все
ВР 60 65 18,,,Оклейка стен поливинилхлоридной декоративно-отделочной самоклеющейся пленкой по листовым материалам,3.15-129-3,Чистовая отделка стен,все
ВР 60 65 19,,,Высококачественное непрерывное покрытие для стен на базе керамических зерен кварца,"3.15-130-1
3.15-130-2",Чистовая отделка стен,все
ВР 60 65 20,,,Настенное покрытие стеклообоями с окраской поливинилацетатными красками за один раз с подготовкой,3.15-140-1,Чистовая отделка стен,все
ВР 60 65 21,,,Настенное покрытие стеклообоями с окраской поливинилацетатными красками за один раз без подготовки,3.15-140-2,Чистовая отделка стен,все
ВР 60 65 22,,,"Добавляется на окраску поливинилацетатными красками стеклообоев на каждый последующий слой к позициям 3.15-140-1, 3.15-140-2",3.15-140-3,Чистовая отделка стен,все
ВР 60 65 23,,,Оклейка стен по монолитной штукатурке и бетону двухслойными обоями с предварительной огрунтовкой оклеиваемой поверхности,3.15-141-1,Чистовая отделка стен,все
ВР 60 65 24,,,Оклейка потолков двухслойными обоями с предварительной огрунтовкой оклеиваемой поверхности,3.15-141-2,Чистовая отделка потолков,все
ВР 60 70,,Дополнительные работы при отделке,,,,
ВР 60 70 01,,,"Нанесение антивандального покрытия однокомпонентного, прозрачного за 2 раза, без огрунтовывания",3.15-168-1,Все металлоконструкции,все
ВР 60 70 02,,,"Нанесение антивандального покрытия однокомпонентного, прозрачного за 2 раза, с огрунтовыванием непористых поверхностей",3.15-168-2,Все бетонные и каменные поверхности,все
ВР 60 70 03,,,"Нанесение антивандального покрытия однокомпонентного, прозрачного за 2 раза, с огрунтовыванием пористых поверхностей",3.15-168-3,Все бетонные и каменные поверхности,все
ВР 60 70 04,,,"Нанесение системы отделочного защитного химически стойкого кремнийорганического покрытия на основе силоксан-акрилата против граффити, наклеек и грязи на непористые поверхности",3.15-175-1,Все металлоконструкции,все
ВР 60 70 05,,,"Нанесение системы отделочного защитного химически стойкого кремнийорганического покрытия на основе силоксан-акрилата против граффити, наклеек и грязи на пористые поверхности",3.15-175-2,Все бетонные и каменные поверхности,все
ВР 60 75,,Устройство наружных и внутренних строительных лесов,,,,
ВР 60 75 01,,,Установка и разборка инвентарных лесов наружных трубчатых (без затрат по эксплуатации лесов),3.8-27-1,Наружные стены зданий и сооружений,на площадке
ВР 60 75 02,,,"Установка и разборка инвентарных лесов наружных, трубчатых, на каждые последующие 4 м высоты лесов добавлять к позиции 3.8-27-1 (без затрат по эксплуатации лесов)",3.8-27-2,Наружные стены зданий и сооружений,на площадке
ВР 60 75 03,,,Установка и разборка инвентарных лесов внутренних трубчатых (без затрат по эксплуатации лесов),3.8-28-1,Внутренние стены зданий и сооружений,на площадке
ВР 60 75 04,,,"Установка и разборка инвентарных лесов внутренних трубчатых, на каждые последующие 4 м высоты помещений добавлять к позиции 3.8-28-1 (без затрат по эксплуатации лесов)",3.8-28-2,Внутренние стены зданий и сооружений,на площадке
ВР 60 75 05,,,Устройство и разборка защитного ограждения лесов,3.8-40-1,В соответствии с разделом ПОС,на площадке
ВР 60 75 06,,,Установка и разборка усиленных инвентарных трубчатых лесов для наружных отделочных работ по фасадам зданий сложной формы (без затрат по эксплуатации лесов),3.8-42-1,Наружные стены зданий и сооружений,на площадке
ВР 60 75 07,,,Установка и разборка усиленных инвентарных трубчатых лесов для наружных отделочных работ по фасадам зданий сложной формы - добавлять на каждые последующие 4 метра к позиции 3.8-42-1 (без затрат по эксплуатации лесов),3.8-42-2,Наружные стены зданий и сооружений,на площадке
ВР 70,Устройство внутренних инженерных систем,,,,,
ВР 70 05,,Прокладка трубопроводов,,,,
ВР 70 05 01,,,Прокладка в траншеях труб чугунных напорных раструбных,"3.16-1-1
3.16-1-2
3.16-1-3
3.16-1-4
3.16-1-5
3.16-1-6
3.16-1-7
3.16-1-8
3.16-1-9
3.16-1-10",Труба,все
ВР 70 05 02,,,Прокладка по стенам зданий и в каналах труб чугунных напорных раструбных,"3.16-2-1
3.16-2-2
3.16-2-3
3.16-2-4
3.16-2-5
3.16-2-6
3.16-2-7
3.16-2-8
3.16-2-9
3.16-2-10",Труба,все
ВР 70 05 03,,,Установка фасонных частей чугунных напорных,"3.16-3-1
3.16-3-2
3.16-3-3
3.16-3-4
3.16-3-5
3.16-3-6
3.16-3-7",Фасонная часть,все
ВР 70 05 04,,,Установка распределительного коллектора для систем отопления и водоснабжения до 4-х контуров,3.16-39-1,Коллектор распределительный,все
ВР 70 05 05,,,"Установка распределительного коллектора для систем отопления и водоснабжения, добавляется к позиции 3.16-39-1 на каждый последующий контур",3.16-39-2,Коллектор распределительный,все
ВР 70 05 06,,,Прокладка в траншеях трубопроводов из чугунных канализационных труб,"3.16-4-1
3.16-4-2
3.16-4-3",Труба,все
ВР 70 05 07,,,Прокладка по стенам зданий и в каналах трубопроводов из чугунных канализационных труб,"3.16-5-1
3.16-5-2
3.16-5-3",Труба,все
ВР 70 05 08,,,Прокладка трубопроводов канализации из чугунных безраструбных труб,"3.16-36-1
3.16-36-2
3.16-36-3",Труба,все
ВР 70 05 09,,,Прокладка трубопроводов отопления из стальных водогазопроводных неоцинкованных труб,"3.16-6-1
3.16-6-2
3.16-6-3
3.16-6-4
3.16-6-5
3.16-6-6",Труба,все
ВР 70 05 10,,,Прокладка трубопроводов водоснабжения из стальных водогазопроводных оцинкованных труб,"3.16-7-1
3.16-7-2
3.16-7-3
3.16-7-4
3.16-7-5
3.16-7-6
3.16-7-7
3.16-7-8
3.16-7-9
3.16-7-10
3.16-7-11
3.16-7-12",Труба,все
ВР 70 05 11,,,Прокладка трубопроводов газоснабжения из стальных водогазопроводных неоцинкованных труб,"3.16-8-1
3.16-8-2
3.16-8-3
3.16-8-4
3.16-8-5
3.16-8-6",Труба,все
ВР 70 05 12,,,Прокладка трубопроводов отопления и газоснабжения из стальных бесшовных труб,"3.16-9-1
3.16-9-2
3.16-9-3
3.16-9-4
3.16-9-5
3.16-9-6
3.16-9-7
3.16-9-8
3.16-9-9
3.16-9-10
3.16-9-11",Труба,все
ВР 70 05 13,,,Прокладка трубопроводов отопления и водоснабжения из стальных электросварных труб,"3.16-10-1
3.16-10-2
3.16-10-3
3.16-10-4
3.16-10-5
3.16-10-6
3.16-10-7
3.16-10-8
3.16-10-9
3.16-10-10
3.16-10-11
3.16-10-12",Труба,все
ВР 70 05 14,,,"Прокладка трубопроводов обвязки котлов, водонагревателей и насосов из стальных бесшовных","3.16-11-1
3.16-11-2
3.16-11-3
3.16-11-4
3.16-11-5
3.16-11-6",Труба,все
ВР 70 05 15,,,Установка фланцевых соединений на стальных трубопроводах,"3.16-12-1
3.16-12-2
3.16-12-3
3.16-12-4
3.16-12-5
3.16-12-6
3.16-12-7
3.16-12-8
3.16-12-9
3.16-12-10
3.16-12-11",Фланцевое соединение,все
ВР 70 05 16,,,Прокладка трубопроводов из стальных труб на бессварных разъемных муфтовых соединениях,"3.16-38-1
3.16-38-2
3.16-38-3
3.16-38-4
3.16-38-5
3.16-38-6
3.16-38-7
3.16-38-8
3.16-38-9
3.16-38-10
3.16-38-11
3.16-38-12",Труба,все
ВР 70 05 17,,,Монтаж гибких подводок к водогазоразборной арматуре,3.16-14-1,Подводка гибкая,все
ВР 70 05 18,,,Прокладка трубопроводов из напорных полиэтиленовых труб,"3.16-14-2
3.16-14-3
3.16-14-4
3.16-14-5
3.16-14-6",Труба,все
ВР 70 05 19,,,Прокладка трубопроводов водоснабжения из напорных полиэтиленовых труб,"3.16-14-7
3.16-14-8
3.16-14-9
3.16-14-10
3.16-14-11
3.16-14-12",Труба,все
ВР 70 05 20,,,Прокладка напорного трубопровода из металлопластиковых труб,"3.16-31-1
3.16-31-2",Труба,все
ВР 70 05 21,,,Прокладка трубопроводов отопления и водоснабжения из сшитого полиэтилена с изготовлением узлов в построечных условиях,"3.16-34-1
3.16-34-2
3.16-34-3
3.16-34-4",Труба,все
ВР 70 05 22,,,Прокладка трубопроводов шумопоглощающей канализации из полипропиленовых труб с изготовлением узлов в построечных условиях,"3.16-35-1
3.16-35-2
3.16-35-3",Труба,все
ВР 70 05 23,,,"Прокладка напорного трубопровода водоснабжения и отопления из многослойного полипропилена, армированного стекловолокном, из заранее собранных узлов","3.16-40-1
3.16-40-2
3.16-40-3
3.16-40-4
3.16-40-5
3.16-40-6
3.16-40-7
3.16-40-8
3.16-40-9",Труба,все
ВР 70 05 24,,,"Сборка узла напорного трубопровода водоснабжения и отопления из многослойного полипропилена, армированного стекловолокном, раструбная сварка","3.16-41-1
3.16-41-2
3.16-41-3
3.16-41-4
3.16-41-5
3.16-41-6
3.16-41-7
3.16-41-8
3.16-41-9",Узел напорного трубопровода,все
ВР 70 05 25,,,"Сборка узла напорного трубопровода водоснабжения и отопления из многослойного полипропилена, армированого стекловолокном, фланцевое соединение, наружный диаметр 50-110 мм",3.16-41-10,Узел напорного трубопровода,все
ВР 70 05 26,,,"Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб","3.16-15-1
3.16-15-2
3.16-15-3
3.16-15-4
3.16-15-5
3.16-15-6
3.16-15-7
3.16-15-8
3.16-15-9
3.16-15-10","Вентиль
Задвижка
Затвор
Клапан обратный
Кран проходной",все
ВР 70 05 27,,,"Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из чугунных напорных фланцевых труб","3.16-16-1
3.16-16-2
3.16-16-3
3.16-16-4
3.16-16-5
3.16-16-6
3.16-16-7
3.16-16-8
3.16-16-9","Вентиль
Задвижка
Затвор
Клапан обратный
Кран проходной",все
ВР 70 05 28,,,Установка клапанов предохранительных однорычажных,"3.16-17-1
3.16-17-2
3.16-17-3
3.16-17-4",Клапан предохранительный,все
ВР 70 05 29,,,Установка клапанов предохранительных двухрычажных ,"3.16-17-5
3.16-17-6",Клапан предохранительный,все
ВР 70 05 30,,,Установка клапанов предохранительных самопритирающихся,3.16-17-7,Клапан предохранительный,все
ВР 70 05 31,,,Установка клапанов приемных ,"3.16-18-1
3.16-18-2
3.16-18-3
3.16-18-4
3.16-18-5
3.16-18-6
3.16-18-7
3.16-18-8",Клапан приёмный,все
ВР 70 05 32,,,Установка клапанов редукционных пружинных,"3.16-19-1
3.16-19-2
3.16-19-3
3.16-19-4
3.16-19-5
3.16-19-6",Клапан редукционный,все
ВР 70 05 33,,,Установка кранов пожарных,"3.16-20-1
3.16-20-2",Кран пожарный,все
ВР 70 05 34,,,Установка кранов поливочных,"3.16-20-3
3.16-20-4
3.16-20-5",Кран поливочный,все
ВР 70 05 35,,,Установка воронок водосточных,3.16-21-1,Воронка водосточная,все
ВР 70 05 36,,,Установка воронок сливных,"3.16-21-2
3.16-21-3
3.16-21-4",Воронка сливная,все
ВР 70 05 37,,,"Установка водомерных узлов, поставляемых на место монтажа собранными в блоки, с обводной линией","3.16-22-1
3.16-22-2
3.16-22-3
3.16-22-4",Узел водомерный,все
