Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Код класса по МССК,Примечания,Синонимы,УИН
,GC,,,,Бетон,"Искусственный камневидный строительный материал, получаемый в результате формования и твердения рационально подобранной и уплотненной бетонной смеси","ГОСТ 25192-2012
ГОСТ 26633-2015
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,"4.1
59.1.04.01",СТ 00 10,,,KSI170000725
,,,,GC020,Цементобетон,,"ГОСТ 25192-2012
ГОСТ 26633-2015",,,,,,,KSI170000726
,,,,GC030,Известковый бетон,,ГОСТ 25192-2012,,,,,,,KSI170000727
,,,,GC040,Шлакобетон,,"ГОСТ 25192-2012
ГОСТ 25820-2021",,,"04.1.01.01
59.1.04.01",,,,KSI170000728
,,,,GC050,Бетон на магнезиальном вяжущем,,ГОСТ 25192-2012,,,,,,,KSI170000729
,,,,GC060,Гипсобетон,,ГОСТ 25192-2012,,,,,,,KSI170000730
,,,,GC070,Полимербетон,"Бетон, изготовленный из бетонной смеси, содержащей полимер или мономер",ГОСТ 25192-2012,,,59.1.04.01,,,,KSI170000731
,,,,GC080,Пенобетон,"Бетон, состоящий из затвердевшей смеси вяжущего, кремнеземистого компонента и искусственных равномерно распределенных пор в виде ячеек, образованных пенообразователями.","ГОСТ 25485-2019
ГОСТ 31359-2007
ГОСТ 25192-2012",,,59.1.04.01,,,,KSI170000732
,,,,GC090,Арболит,"Бетон, в котором в качестве заполнителя используют органические материалы растительного происхождения.","ГОСТ 19222-2019
ГОСТ 25192-2012",,,,,,,KSI170000733
,,,,GC110,Бетон-матрица,Тяжелый или мелкозернистый бетон на цементных вяжущих и плотных заполнителях,ГОСТ Р 59535-2021,,,04.1.02.,,,,KSI170000734
,,,,GC120,Порошковый бетон,"Сверхвысокопрочный мелкозернистый бетон, изготовленный на мелком заполнителе фракции менее 1,25 мм с использованием высокоактивных минеральных добавок в сочетании с суперпластификатором или органо-минеральных модификаторов",ГОСТ Р 59535-2021,,,,,,,KSI170000735
,,,,GC130,Бутобетон,,СП 43.13330.2012,,,,,,,KSI170000736
,,,,GC140,Самоуплотняющийся бетон,"Бетон, изготовленный из бетонной смеси, способной уплотняться под действием собственного веса.",ГОСТ 25192-2012,,,,,,,KSI170000737
,,,,GC150,Высокопрочный бетон,"Высокопрочные тяжелые и мелкозернистые бетоны классов по прочности при сжатии В60 и выше, предназначенные для монолитных конструкций
тяжелый или мелкозернистый бетон классов по прочности на сжатие В60 и выше, приготовленный с применением вяжущего на основе портландцементного клинкера.
",ГОСТ 31914-2012,,,"04.1.02.02
04.1.02.03
 04.1.02.04
04.1.02.05
59.1.04.01",,,,KSI170000738
,,,,GC160,Газобетон,"Бетон, состоящий из затвердевшей смеси вяжущего, кремнеземистого компонента и искусственных равномерно распределенных пор в виде ячеек, образованных газо- и пенообразователями.
","ГОСТ 25485-2019
ГОСТ 31359-2007
ГОСТ 25192-2012",,,59.1.04.01,,,,KSI170000739
,,,,GC170,Газопенобетон,"Бетон, состоящий из затвердевшей смеси вяжущего, кремнеземистого компонента и искусственных равномерно распределенных пор в виде ячеек, образованных газо- и пенообразователями.
","ГОСТ 25485-2019
ГОСТ 31359-2007
ГОСТ 25192-2012",,,,,,,KSI170000740
,GD,,,,Армированный бетон,,"СП 297.1325800.2017
СП 63.13330.2018
СП 52-102-2004
ГОСТ Р 59535-2021",По виду материала,,,,,,KSI170000741
,,GDA,,,Железобетон,,"СП 63.13330.2018
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,04.3.02.04,СТ 00 15,,,KSI170000742
,,,,GDA010,Преднапряженный железобетон,,СП 52-102-2004,,,,,,,KSI170000743
,,GDB,,,Фибробетон,"Бетон, армированный равномерно распределенными в его объеме фибрами, имеющими сцепление с бетоном по их поверхности","СП 297.1325800.2017
ГОСТ Р 59535-2021",По виду материала,,04.3.02.04,,,,KSI170000744
,,,,GDB010,Стеклофибробетон,"Затвердевшая СФБ масса, армированная равномерно распределенным в его объеме щелочестойким стекловолокном.","СП 297.1325800.2017
ГОСТ Р 58757-2019",,,,,,,KSI170000745
,,,,GDB020,Сталефибробетон,"Бетон-матрица, дисперсно-армированный равномерно распределенной в его объеме стальной фиброй",ГОСТ Р 59535-2021,,,,,,,KSI170000746
,,,,GDB030,Базальтофибробетон,,СП 297.1325800.2017,,,,,,,KSI170000747
,,,,GDB040,Фибробетон с пропиленовыми волокнами,,СП 297.1325800.2017,,,,,,,KSI170000748
,GE,,,,Композиты на основе древесины,"
","ГОСТ Р 57843-2017
ГОСТ Р 59555-2021
Решение Евразийской экономической комиссии
от 23 мая 2017 г. N 56 О КЛАССИФИКАЦИИ
ПРОФИЛЕЙ, ПАНЕЛЕЙ, ТЕРРАСНОЙ ДОСКИ И ФАСАДНЫХ ПАНЕЛЕЙ,
ИЗГОТОВЛЕННЫХ ИЗ ДРЕВЕСНО-ПОЛИМЕРНОГО КОМПОЗИТА,
В СООТВЕТСТВИИ С ЕДИНОЙ ТОВАРНОЙ НОМЕНКЛАТУРОЙ
ВНЕШНЕЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ ЕВРАЗИЙСКОГО
ЭКОНОМИЧЕСКОГО СОЮЗА
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,,СТ 00 50,,,KSI170000749
,GF,,,,Материалы композитные на основе битума,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128,По виду материала,,,СТ 00 50,,,KSI170000750
,,GFA,,,Гидроизол,"Беспокровный рулонный материал, получаемый пропиткой асбестовой бумаги нефтяными битумами и предназначенный для гидроизоляции подземных и других сооружений, устройства рулонной кровли и антикоррозионных покрытий трубопроводов","ГОСТ 7415-86
Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,12.1.02.01,СТ 10 15 20 50,Определение синтезировано,,KSI170000751
,,GFB,,,Каучук синтетический армированный стеклотканью,,"ГОСТ 14925-79
Приказ Минстроя России от 17.11.2022 N 969/пр",По виду материала,,12.1.02.02,,,,KSI170000752
,,GFC,,,Материал битумно-полимерный на основе полиэстера,,"ГОСТ 32805-2014   
Приказ Минстроя России от 17.11.2022 N 969/пр",По виду материала,,12.1.02.03,,,,KSI170000753
,,GFD,,,Материал битумно-полимерный на основе стеклоткани,,"ГОСТ 32805-2014   
Приказ Минстроя России от 17.11.2022 N 969/пр",По виду материала,,12.1.02.04,,,,KSI170000754
,,GFE,,,Материал битумно-полимерный на основе стеклохолста,,"ГОСТ 32805-2014   
Приказ Минстроя России от 17.11.2022 N 969/пр",По виду материала,,12.1.02.05,,,,KSI170000755
,,GFF,,,Материал битумный на основе картона,,"ГОСТ 32805-2014   
Приказ Минстроя России от 17.11.2022 N 969/пр",По виду материала,,12.1.02.06,,,,KSI170000756
,,,,GFF010,Рубероид,"Рулонный кровельный и гидроизоляционный материал, получаемый путем пропитки кровельного картона нефтяными битумами с последующим нанесением на обе стороны полотна покровного состава, состоящего из смеси покровного битума и наполнителя, и посыпки","ГОСТ 10923-93
Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,12.1.02.06,СТ 10 15 20 10,,,KSI170000757
,,,,GFF020,Пергамин,"Беспокровный рулонный материал, получаемый пропиткой кровельного картона марки 350 нефтяными битумами и являющийся подкладочным материалом, который предназначен для нижних слоев кровельного ковра","ГОСТ 2697-83
Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,12.1.02.12,СТ 10 15 20 30,,,KSI170000758
,,GFG,,,Материал битумный на основе полиэстера,,"ГОСТ 32805-2014   
Приказ Минстроя России от 17.11.2022 N 969/пр",По виду материала,,12.1.02.07,,,,KSI170000759
,,GFH,,,Материал битумный на основе стеклоткани,,"ГОСТ 32805-2014   
Приказ Минстроя России от 17.11.2022 N 969/пр",По виду материала,,12.1.02.08,,,,KSI170000760
,,GFJ,,,Материал битумный на основе стеклохолста,,"ГОСТ 32805-2014   
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)",По виду материала,,12.1.02.09,,,,KSI170000761
,,GFK,,,Стеклорубероид,"Рулонный кровельный и гидроизоляционный материал на стекловолокнистой основе, получаемый нанесением с двух сторон на основу битумного вяжущего и посыпки","ГОСТ 15879-70
Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,12.1.02.13,СТ 10 15 20 20,,,KSI170000762
,GG,,,,Полимерные композитные материалы,,"ГОСТ Р 57921-2017
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,,СТ 00 50,,,KSI170000763
,,GGA,,,Фольгоизол,,"ГОСТ 20429-84
Приказ Минстроя России от 17.11.2022 N 969/пр",По виду материала,,12.2.03.13,,,,KSI170000764
,,GGB,,,Углепластик,,ГОСТ Р 57407-2017,По виду материала,,,,,,KSI170000765
,,GGC,,,Стеклопластик,,"ГОСТ 27380-87
Приказ Минстроя России от 17.11.2022 N 969/пр",По виду материала,,12.2.03.10,,,,KSI170000766
,,,,GGC010,Стеклоткань,,"ГОСТ 26246.4-89
Приказ Минстроя России от 17.11.2022 N 969/пр",,,12.2.03.11,,,,KSI170000767
,,,,GGC020,Стеклотекстолит,,"ГОСТ 10316-78
Приказ Минстроя России от 17.11.2022 N 969/пр",,,01.7.05.08,,,,KSI170000768
,,GGD,,,Боропластик,,ГОСТ 33519-2015,По виду материала,,,,,,KSI170000769
,,GGE,,,Органопластик,,,По виду материала,,,,,,KSI170000770
,,GGF,,,Текстолит,,ГОСТ 2910-74,По виду материала,,,,,,KSI170000771
,,,,GGF010,Текстолит листовой,,"ГОСТ 2910-74
Приказ Минстроя России от 17.11.2022 N 969/пр",,,01.7.05.09,,,,KSI170000772
,,,,GGF020,Текстолит фасонный,,"ГОСТ 5385-74
Приказ Минстроя России от 17.11.2022 N 969/пр",,,,,,,KSI170000773
,,GGG,,,Геосинтетики,"Материал, в котором
как минимум один компонент изготовлен
из синтетического полимера в виде
полотна, лент или трехмерной структуры,
используемый в контакте с грунтом
(почвой) и (или) другими строительными
материалами для создания
дополнительных слоев (прослоек)
различного назначения (армирующих,
защитных, фильтрующих, дренирующих,
гидроизолирующих, теплоизолирующих) в
транспортном, трубопроводном
строительстве и гидротехнических
сооружениях.","ГОСТ 32804-2014
ГОСТ Р 53225-2008 ",По виду материала,,01.7.12.,,,,KSI170000774
,,,GGGA,,Геополотно,"Сплошной, проницаемый, пористый геосинтетический материал, образованный из волокон, нитей, пряж, лент по текстильной технологии.","ГОСТ Р 55028-2012
ГОСТ Р 53225-2008",,,"01.7.12.05
01.7.12.06",,,,KSI170000775
,,,,GGGA010,Геополотно нетканое геотекстильное из полипропилена,,"ГОСТ Р 55028-2012
ГОСТ Р 53225-2008
Приказ Минстроя России от 17.11.2022 N 969/пр
",,,01.7.12.05,,,,KSI170000776
,,,,GGGA020,Геополотно нетканое геотекстильное из полиэфирного волокна,,"ГОСТ Р 55028-2012
ГОСТ Р 53225-2008
Приказ Минстроя России от 17.11.2022 N 969/пр",,,01.7.12.05,,,,KSI170000777
,,,,GGGA030,Геополотно тканое полипропиленовое,,"ГОСТ Р 55028-2012
ГОСТ Р 53225-2008
Приказ Минстроя России от 17.11.2022 N 969/пр
",,,01.7.12.06,,,,KSI170000778
,,,,GGGA040,Геополотно тканое полиэфирное,,"ГОСТ Р 55028-2012
ГОСТ Р 53225-2008
Приказ Минстроя России от 17.11.2022 N 969/пр",,,01.7.12.06,,,,KSI170000779
,,,GGGB,,Геокомпозит,"Многослойный материал из скрепленных в плоскости различных слоев (не менее двух), отличающихся по своей структуре друг от друга.","ГОСТ Р 55028-2012
ГОСТ Р 53225-2008
Приказ Минстроя России от 17.11.2022 N 969/пр",,,01.7.12.13,,,,KSI170000780
,,,GGGC,,Армогеокомпозит,,"ГОСТ Р 55028-2012
ГОСТ Р 53225-2008
Приказ Минстроя России от 17.11.2022 N 969/пр",,,01.7.12.13,,,,KSI170000781
,,GGH,,,Стекломагниевый лист,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128,По виду материала,,,СТ 10 13 25,,,KSI170000782
,,GGJ,,,Лакостеклоткани,,"ГОСТ Р 50375.1-92
Приказ Минстроя России от 17.11.2022 N 969/пр",По виду материала,,"01.7.05
",,,,KSI170000783
,,,,GGJ010,Лакоткани капроновые,,"ГОСТ Р 50375.1-92
Приказ Минстроя России от 17.11.2022 N 969/пр",,,,,,,KSI170000784
,,,,GGJ020,Лакоткани на натуральном шелке,,"ГОСТ Р 50375.1-92
Приказ Минстроя России от 17.11.2022 N 969/пр",,,,,,,KSI170000785
,,,,GGJ030,Лакоткани стеклянные,,"ГОСТ Р 50375.1-92
Приказ Минстроя России от 17.11.2022 N 969/пр",,,01.7.05.03,,,,KSI170000786
,,,,GGJ040,Лакоткани хлопчатобумажные,,"ГОСТ 28034-89
Приказ Минстроя России от 17.11.2022 N 969/пр",,,01.7.05.04,,,,KSI170000787
,,GGK,,,Мембраны,,,По виду материала,,,,,,KSI170000788
,,,GGKA,,Мембрана ПВХ,"Водонепроницаемое гидроизоляционное гибкое полотно, выполненное из полимерного материала","ГОСТ Р 56704-2022
Приказ Минстроя России от 17.11.2022 N 969/пр",,,12.1.02.10,,,,KSI170000789
,,,GGKB,,Мембрана полипропиленовая,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,12.1.02.11,,,,KSI170000790
,,,GGKC,,Мембрана ТПО (смесь каучука и полипропилена),,Приказ Минстроя России от 17.11.2022 N 969/пр,,,12.1.02.10,,,,KSI170000791
,,,GGKD,,ЭПДМ мембрана (синтетический каучук),,Приказ Минстроя России от 17.11.2022 N 969/пр,,,12.1.02.10,,,,KSI170000792
,,,GGKE,,Геомембрана,,"ГОСТ Р 56586-2015
Приказ Минстроя России от 17.11.2022 N 969/пр",,,,,,,KSI170000793
,,,,GGKE010,"Полотно дренажное, полиэтиленовое",,"ГОСТ Р 56586-2015
Приказ Минстроя России от 17.11.2022 N 969/пр",,,01.7.12.06,,,,KSI170000794
H,,,,,Отходы промышленности,,,По виду материала,,,,,,KSI170000795
,HA,,,,Смеси шлака и аналогичных промышленных отходов,,Приказ Минстроя России от 17.11.2022 N 969/пр,По виду материала,,02.4,,,,KSI170000796
,,HAA,,,Щебень шлаковый,"материал с крупностью зерен более 4 мм, получаемый дроблением и рассевом продуктов дробления отвальных металлургических шлаков или специальной обработкой огненно-жидких шлаковых расплавов из отходов металлургического и химического производств.","ГОСТ 32858-2014
ГОСТ 32826-2014
Приказ Минстроя России от 17.11.2022 N 969/пр",,,02.4.03,,,,KSI170000797
,,HAB,,,Смеси шлаковые,,"ГОСТ Р 58770-2019
Приказ Минстроя России от 17.11.2022 N 969/пр",,,"02.4.02
",,,,KSI170000798
,HB,,,,Отходы металлургии,,,По виду материала,,,,,,KSI170000799
,,HBA,,,Шлаки цветной металлургии,,ГОСТ 5578-2019,,,02.4.03.03,,,,KSI170000800
,,HBB,,,Ферросплавные шлаки,,ГОСТ 5578-2019,,,,,,,KSI170000801
,,HBC,,,Сталеплавильные шлаки,,ГОСТ 5578-2019,По виду материала,,,,,,KSI170000802
,,,,HBC010,Песок шлаковый для дорожного строительства,,"ГОСТ 3344-83
Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,,СТ 10 10 32,,,KSI170000803
,,,,HBC020,Щебень пористый из металлургического шлака,,"ГОСТ 32496-2013
Приказ Минстроя России от 17.11.2022 N 969/пр",,,,,,,KSI170000804
,,,,HBC030,Щебень из доменного шлака для бетона,,"ГОСТ 32496-2013
Приказ Минстроя России от 17.11.2022 N 969/пр",,,,,,,KSI170000805
,,,,HBC040,Песок пористый из металлургического шлака,,"ГОСТ 32496-2013
Приказ Минстроя России от 17.11.2022 N 969/пр",,,,,,,KSI170000806
,,,,HBC050,Смеси щебеночно-песчаные из шлаков черной металлургии,,"ГОСТ 32496-2013
Приказ Минстроя России от 17.11.2022 N 969/пр",,,,,,,KSI170000807
,,HBD,,,Продукты обогащения руд,,ГОСТ 14180-80,,,,,,,KSI170000808
,,HBE,,,Нефелиновый шлам,,ОДМ 218.3.043-2015,,,,,,,KSI170000809
,HC,,,,Отходы топливной промышленности и тепловой энергетики,,,По виду материала,,02.4,,,,KSI170000810
,,,,HC010,Отходы углеобогащения,,ГОСТ 15489.1-93,,,,,,,KSI170000811
,,,,HC020,Смеси золошлаковые,"Смеси, образующиеся на тепловых электростанциях при совместном гидроудалении золы и шлака или механическим способом (пневмотранспортом) в золоотвал в процессе сжигания углей в пылевидном состоянии и представляющие собой вторичные минеральные ресурсы",ГОСТ 25592-2019,,,,,,,KSI170000812
,,,,HC030,Зола ТЭЦ,,ГОСТ 25818-2017,,,2.4.02.02,,,,KSI170000813
,,,,HC040,Сажа,,"ГОСТ 18307-78
Приказ Минстроя России от 17.11.2022 N 969/пр",,,01.7.07.17,,,,KSI170000814
,,,,HC050,Шлаки ТЭЦ,,ГОСТ Р 57789-2017,,,,,,,KSI170000815
,,,,HC060,Шахтные породы,,ГОСТ Р 58150-2018,,,,,,,KSI170000816
,,,,HC070,Каменноугольные фусы,, ТУ 19.10.20-003-53496484-2019,,,,,,,KSI170000817
,HD,,,,Отходы химической промышленности,,,По виду материала,,,,,,KSI170000818
,,HDA,,,Железистные отходы,,ГОСТ 30775-2001,,,,,,,KSI170000819
,,HDB,,,Известьсодержащие отходы,,ГОСТ 30775-2001,,,,,,,KSI170000820
,,HDC,,,Гипсосодержащие отходы,,ГОСТ 30775-2001,,,,,,,KSI170000821
,,HDD,,,Солесодержащие шламы,,ГОСТ 30775-2001,,,,,,,KSI170000822
,,HDE,,,Нефтяные шламы,,ГОСТ 30775-2001,,,,,,,KSI170000823
,,HDF,,,Гидроксидсодержащие шламы,,ГОСТ 30775-2001,,,,,,,KSI170000824
,,HDG,,,Содопродукты,,,,,,,,,KSI170000825
,,HDH,,,Шлаки фосфорного производства,,ГОСТ 3344-83,По виду материала,,,,,,KSI170000826
,,,,HDH010,Щебень из фосфорных шлаков,,ГОСТ 3344-83,,,,,,,KSI170000827
,,HDJ,,,Вторичные полимерные продукты,,ГОСТ Р 57058-2016,,,,,,,KSI170000828
,HE,,,,Отходы обрабатывающей промышленности строительства,,,По виду материала,,,,,,KSI170000829
,,HEA,,,Бой строительных материалов,,,По виду материала,,,,,,KSI170000830
,,,,HEA010,Бой кирпича,,ГОСТ 32495-2013,,,"06.1.02.02 
17.1.02.05",,,,KSI170000831
,,,,HEA020,Бой бетона,,,,,,,,,KSI170000832
,,,,HEA030,Бой асфальта,,,,,01.7.13.01,,,,KSI170000833
,,,,HEA040,Бой стекла,,ГОСТ 32495-2013,,,,,,,KSI170000834
,,,,HEA050,Бой керамики,,ГОСТ 32495-2013,,,,,,,KSI170000835
,,HEB,,,Лом металлов,,СП 43.13330.2012,По виду материала,,,,,,KSI170000836
,,,,HEB010,Чугунный лом,,СП 43.13330.2012,,,,,,,KSI170000837
,,,,HEB020,Стальной лом,,СП 43.13330.2012,,,,,,,KSI170000838
,,,,HEB030,Стальная стружка,,СП 43.13330.2012,,,,,,,KSI170000839
J,,,,,Жидкие и газообразные материалы,,,По виду материала,,,,,,KSI170000840
,JA,,,,Масла,,Приказ Минстроя России от 17.11.2022 N 969/пр,По виду материала,,01.3.04,,,,KSI170000841
,,,,JA010,Масло гидравлическое,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 17479.3-85",,,01.3.04.01,,,,KSI170000842
,,,,JA020,Масло дизельное моторное,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 12337-2020",,,"01.3.04.02 
01.3.04.08",,,,KSI170000843
,,,,JA030,Масло индустриальное,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 17479.4-87",,,01.3.04.03,,,,KSI170000844
,,,,JA040,Масло компрессорное,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 1861-73",,,01.3.04.04,,,,KSI170000845
,,,,JA050,Масло трансмиссионное,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 17479.2-2015",,,,,,,KSI170000846
,,,,JA060,Масло трансформаторное,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 982-80",,,01.3.04.06,,,,KSI170000847
,,,,JA070,Масло турбинное,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 32-74",,,01.3.04.07,,,,KSI170000848
,JB,,,,Жидкие реактивы и материалы,,,По виду материала,,,,,,KSI170000849
,,,,JB010,Дихлорэтан,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 1942-86",,,01.3.05.11,,,,KSI170000850
,,,,JB020,Диэтилентриамин,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,,,,,KSI170000851
,,,,JB030,Олеум,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 2184-2013",,,,,,,KSI170000852
,,,,JB040,Толуилендиизоцианат,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 32535-2013",,,,,,,KSI170000853
,,,,JB050,Формалин,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 1625-2016",,,,,,,KSI170000854
,,,,JB060,Фурфурол,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ Р 57252-2016",,,,,,,KSI170000855
,,,,JB070,Этилацетат,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 30536-2013",,,,,,,KSI170000856
,JC,,,,Горючие смазочные материалы (ГСМ),,Приказ Минстроя России от 17.11.2022 N 969/пр,По виду материала,,01.3.01,,,,KSI170000857
,,JCA,,,Бензин,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ Р 51105-2020",,,01.3.01.01,,,,KSI170000858
,,JCB,,,Вазелин,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 5774-76",,,01.3.01.02,,,,KSI170000859
,,JCC,,,Керосин,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 31740-2012",,,01.3.01.03,,,,KSI170000860
,,JCD,,,Мазут,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 10585-2013",,,01.3.01.04,,,,KSI170000861
,,JCE,,,Парафин,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 23683-2021",,,01.3.01.05,,,,KSI170000862
,,JCF,,,Спирт,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ Р 55878-2013",,,01.3.01.07,,,,KSI170000863
,,JCG,,,Дизельное топливо,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 305-2013",,,01.3.01.08,,,,KSI170000864
,,JCH,,,Смазки,,ОТ 17 НОЯБРЯ 2022 Г. N 969/ПР,,,01.3.01.06,,,,KSI170001100
,JD,,,,"Растворители и разбавители, смывки",,Приказ Минстроя России от 17.11.2022 N 969/пр,По виду материала,,14.5.09,,,,KSI170000865
,,JDA,,,Ацетон,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 2768-84",По виду материала,,14.5.09.01,,,,KSI170000866
,,,,JDA010,Уайт-спирит,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 3134-78",,,14.5.09.11,,,,KSI170000867
,,JDB,,,Ксилол,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 9410-78",,,14.5.09.02,,,,KSI170000868
,,JDC,,,Полиэтиленполиамин,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,01.7.14.04,,,,KSI170000869
,,JDD,,,Сольвент каменноугольный,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 1928-2019",,,14.5.09.09,,,,KSI170000870
,,JDE,,,Толуол,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 9880-2019",,,14.5.09.10,,,,KSI170000871
,,JDF,,,Этилцеллозольв,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 8313-88",,,14.5.09.12,,,,KSI170000872
,,JDG,,,Эфир,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 8981-78",По виду материала,,14.5.09.13,,,,KSI170000873
,,,,JDG010,Диэтиловый эфир,,,,,,,,,KSI170000874
,,,,JDG020,Этиловый эфир,,,,,14.5.09.13,,,,KSI170000875
,,,,JDG030,Серный эфир,,,,,,,,,KSI170000876
,,,,JDG040,Этоксиэтан,,,,,,,,,KSI170000877
,JE,,,,Газы,,Приказ Минстроя России от 17.11.2022 N 969/пр,По виду материала,,01.3.02,,,,KSI170000878
,,,,JE010,Ацетилен,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 5457-75",,,01.3.02.03,,,,KSI170000879
,,,,JE020,Газ углекислый,,"Приказ Минстроя России от 17.11.2022 N 969/пр
 ГОСТ Р 54802-2011",,,01.3.02.06,,,,KSI170000880
,,,,JE030,Кислород,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 5583-78",,,01.3.02.08,,,,KSI170000881
,,,,JE040,Смесь газовая,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,01.3.02.09,,,,KSI170000882
,,,,JE050,Фреон,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,01.3.02.11,,,,KSI170000883
,,,,JE060,Сжатый воздух,,СП 90.13330.2012,,,01.7.03.02,,,,KSI170000884
,,,,JE070,Пар,,СП 90.13330.2012,,,01.7.03.03,,,,KSI170000885
,,,,JE080,Газ природный,,ОТ 17 НОЯБРЯ 2022 Г. N 969/ПР,,,01.3.02.05,,,,KSI170001101
,JF,,,,Вода,,,По виду материала,,01.7.03.,,,,KSI170000886
,,,,JF010,Вода естественная поверхностная и грунтовая,,ГОСТ 23732-2011,,,01.7.03.01,,,,KSI170000887
,,,,JF020,Вода питьевая,,ГОСТ Р 51232-98,,,01.7.03.01,,,,KSI170000888
,,,,JF030,Вода техническая,,ГОСТ 23732-2011,,,,,,,KSI170000889
K,,,,,Химические элементы и соединения,,,По виду материала,, 01.3.,,,,KSI170000890
,KA,,,,Химические элементы,,,По видам химических элементов,,,,,,KSI170000891
,,KAA,,,Металлы,,,По видам химических элементов,,,,,,KSI170000892
,,,KAAA,,Щелочные металлы,,,По видам химических элементов,,,,,,KSI170000893
,,,,KAAA010,Калий,,,,,01.3.05.15,,,,KSI170000894
,,,,KAAA020,Натрий,,,,,01.3.05.23,,,,KSI170000895
,,,,KAAA030,Литий,,,,,,,,,KSI170000896
,,,,KAAA040,Цезий,,,,,,,,,KSI170000897
,,,,KAAA050,Франций,,,,,,,,,KSI170000898
,,,KAAB,,Щелочноземельные металлы,,,По видам химических элементов,,,,,,KSI170000899
,,,,KAAB010,Магний,,,,,01.3.05.20,,,,KSI170000900
,,,,KAAB020,Кальций,,,,,01.3.05.16,,,,KSI170000901
,,,,KAAB030,Барий,,,,,,,,,KSI170000902
,,,,KAAB040,Стронций,,,,,,,,,KSI170000903
,,,,KAAB050,Радий,,,,,,,,,KSI170000904
,,,,KAAB060,Бериллий,,,,,,,,,KSI170000905
,,,KAAC,,Переходные металлы,,,По видам химических элементов,,,,,,KSI170000906
,,,,KAAC010,Скандий,,,,,,,,,KSI170000907
,,,,KAAC020,Титан,,,,,,,,,KSI170000908
,,,,KAAC030,Ванадий,,,,,,,,,KSI170000909
,,,,KAAC040,Хром,,,,,,,,,KSI170000910
