Класс,Подкласс 1,Подкласс 2,Подкласс 3,Подкласс 4,Подкласс 5,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по ГЭСН,Примечание,Синонимы,УИН
,,DEB,,,,,Устройство деревянных конструкций стен,,ГЭСН 81-02-10-2020,по виду работ,,,,,KSI110000737
,,,DEBA,,,,Установка сжимов для рубленых стен,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-009,,,KSI110000738
,,,DEBB,,,,Рубка стен,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-007,,,KSI110000739
,,,DEBC,,,,Установка деревянных элементов каркаса,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-010 ,,,KSI110000740
,,,DEBD,,,,Заполнение каркаса плитами фибролитовыми,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-011,,,KSI110000741
,,,DEBE,,,,Обшивка каркасных деревянных стен,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-012,,,KSI110000742
,,,DEBF,,,,Устройство деревянных перегородок,,ГЭСН 81-02-10-2020,,,"ГЭСН 10-01-013
ГЭСН 10-01-014
ГЭСН 10-01-015
ГЭСН 10-04-001
ГЭСН 10-04-002
ГЭСН 10-04-003
ГЭСН 10-04-009
ГЭСН 10-04-014
ГЭСН 10-05-001
ГЭСН 10-05-002
ГЭСН 10-05-003
ГЭСН 10-05-004
ГЭСН 10-05-005
ГЭСН 10-05-006
ГЭСН 10-05-007
ГЭСН 10-06-031
ГЭСН 10-06-032
ГЭСН 10-06-033
ГЭСН 10-06-034
ГЭСН 10-06-035
ГЭСН 10-06-036
ГЭСН 10-07-001
ГЭСН 10-07-002
ГЭСН 10-07-003
ГЭСН 10-07-004
ГЭСН 10-07-005
ГЭСН 10-07-006
ГЭСН 10-07-007
ГЭСН 10-07-008",,,KSI110000743
,,,DEBG,,,,Облицовка стен при устройстве деревянных конструкций,,ГЭСН 81-02-10-2020,,,"ГЭСН 10-05-008
ГЭСН 10-05-009
ГЭСН 10-05-010
ГЭСН 10-05-012
ГЭСН 10-05-013
ГЭСН 10-06-037
ГЭСН 10-06-038
ГЭСН 10-06-039
ГЭСН 10-07-009
ГЭСН 10-07-010
ГЭСН 10-07-011
ГЭСН 10-05-013",,,KSI110000744
,,DEC,,,,,Устройство деревянных перекрытий с укладкой балок,,ГЭСН 81-02-10-2020,,,"ГЭСН 10-01-021
",,,KSI110000745
,,DED,,,,,Подшивка потолков,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-022,,,KSI110000746
,,DEE,,,,,Укладка ходовых досок,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-023,,,KSI110000747
,,DEF,,,,,Установка блоков оконных,,ГЭСН 81-02-10-2020,,,"ГЭСН 10-01-027
ГЭСН 10-01-028
ГЭСН 10-01-034
ГЭСН 10-01-035
ГЭСН 10-01-036
ГЭСН 10-01-037",,,KSI110000748
,,DEG,,,,,Заполнение оконных проемов,,ГЭСН 81-02-10-2020,,,"ГЭСН 10-01-030
ГЭСН 10-01-031
ГЭСН 10-01-032",,,KSI110000749
,,DEH,,,,,Устройство дверей,,ГЭСН 81-02-10-2020,по виду работ,,,,,KSI110000750
,,,DEHA,,,,Заполнение внутренних дверных проемов,,ГЭСН 81-02-10-2020,,,"ГЭСН 10-01-040
ГЭСН 10-01-041
ГЭСН 10-01-042
",,,KSI110000751
,,,DEHB,,,,Установка коробок в деревянных стенах,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-043,,,KSI110000752
,,,DEHC,,,,Обивка дверей,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-044,,,KSI110000753
,,,DEHD,,,,Дополнительная конопатка дверных коробок паклей в наружных стенах,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-045,,,KSI110000754
,,,DEHE,,,,Заполнение наружных дверных проемов,,ГЭСН 81-02-10-2020,,,"ГЭСН 10-01-040
ГЭСН 10-01-041
ГЭСН 10-01-042",,,KSI110000755
,,,DEHF,,,,Установка дверных блоков,,ГЭСН 81-02-10-2020,,,"ГЭСН 10-01-039
ГЭСН 10-01-047
ГЭСН 10-04-013",,,KSI110000756
,,DEJ,,,,,Устройство деревянных ограждающих конструкций,,ГЭСН 81-02-10-2020,по виду работ,,,,,KSI110000757
,,,DEJA,,,,Ограждение деревянных эстакад,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-065,,,KSI110000758
,,,DEJB,,,,Устройство деревянных заборов,,ГЭСН 81-02-10-2020,,,"ГЭСН 10-01-070
ГЭСН 10-01-073",,,KSI110000759
,,,DEJC,,,,Устройство калиток при устройстве деревянных конструкций,,ГЭСН 81-02-10-2020,,,"ГЭСН 10-01-071
ГЭСН 10-01-074",,,KSI110000760
,,,DEJD,,,,Устройство деревянных крылец,,ГЭСН 81-02-10-2020,,,"ГЭСН 10-02-046
ГЭСН 10-01-052",,,KSI110000761
,,,DEJE,,,,Устройство деревянных козырьков,,ГЭСН 81-02-10-2020,,,"ГЭСН 10-01-052
ГЭСН 10-02-046",,,KSI110000762
,,,DEJF,,,,Установка каркаса из брусьев для навесов,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-053,,,KSI110000763
,,,DEJG,,,,Установка ворот,,ГЭСН 81-02-10-2020,,,"ГЭСН 10-01-046
ГЭСН 10-01-072
ГЭСН 10-01-075 ",,,KSI110000764
,,DEK,,,,,Устройство деревянных лестниц,,ГЭСН 81-02-10-2020,,,"ГЭСН 10-01-052
ГЭСН 10-02-040
ГЭСН 10-02-041",,,KSI110000765
,,DEL,,,,,Устройство ниш,,ГЭСН 81-02-10-2020,по типу конструкций,,,,,KSI110000766
,,,DELA,,,,Установка по месту встроенных шкафов,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-057,,,KSI110000767
,,,DELB,,,,Установка по месту встроенных антресольных полок,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-057,,,KSI110000768
,,,DELC,,,,Установка шкафных дверных блоков,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-058,,,KSI110000769
,,,DELD,,,,Установка антресольных дверных блоков,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-058,,,KSI110000770
,,DEM,,,,,Установка штучных деревянных изделий,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-059,,,KSI110000771
,,DEN,,,,,Установка деревянных наличников,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-060 ,,,KSI110000772
,,DEP,,,,,Устройство эстакад выполненных из деревянных конструкций,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-064,,,KSI110000773
,,DEQ,,,,,Устройство моторных будок,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-066,,,KSI110000774
,,DER,,,,,Установка стульев на лежнях,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-079,,,KSI110000775
,,DES,,,,,Устройство деревянных ростверков,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-080,,,KSI110000776
,,DET,,,,,Устройство деревянных цоколей с установкой забирки,,ГЭСН 81-02-10-2020,,,ГЭСН 10-01-081,,,KSI110000777
,,DEU,,,,,Устройство по фермам настила,,ГЭСН 81-02-10-2020,,,"ГЭСН 10-01-083
ГЭСН 10-01-082",,,KSI110000778
,,DEV,,,,,Антисептирование деревянных конструкций,,ГЭСН 81-02-10-2020,,,"ГЭСН 10-01-089
ГЭСН 10-01-090
ГЭСН 10-01-091
ГЭСН 10-01-092
ГЭСН 10-01-093
ГЭСН 10-01-094",,,KSI110000779
,,DEW,,,,,Сборка жилых и общественных зданий из деревянных деталей заводского изготовления комплектной поставки,,ГЭСН 81-02-10-2020,по виду работ,,,,,KSI110000780
,,,DEWA,,,,Укладка деревянных щитов,,ГЭСН 81-02-10-2020,,,ГЭСН 10-02-001,,,KSI110000781
,,,DEWB,,,,Установка колонн клееных,,ГЭСН 81-02-10-2020,,,ГЭСН 10-02-004,,,KSI110000782
,,,DEWC,,,,Сборка деревянных цокольных перекрытий,,ГЭСН 81-02-10-2020,,,ГЭСН 10-02-007 ,,,KSI110000783
,,,DEWD,,,,Утепление деревянных цоколей плитами,,ГЭСН 81-02-10-2020,,,ГЭСН 10-02-008,,,KSI110000784
,,,DEWE,,,,Сборка деревянных перекрытий,,ГЭСН 81-02-10-2020,,,"ГЭСН 10-02-009
ГЭСН 10-02-010
ГЭСН 10-02-011
ГЭСН 10-02-012",,,KSI110000785
,,,DEWF,,,,Сборка деревянных стен,,ГЭСН 81-02-10-2020,,,"ГЭСН 10-02-017
ГЭСН 10-02-018
ГЭСН 10-02-019
ГЭСН 10-02-020
ГЭСН 10-02-021
ГЭСН 10-02-022
ГЭСН 10-02-023
ГЭСН 10-02-024
ГЭСН 10-02-025
",,,KSI110000786
,,,DEWG,,,,Сборка деревянных перегородок,,ГЭСН 81-02-10-2020,,,ГЭСН 10-02-031,,,KSI110000787
,,,DEWH,,,,Сборка деревянных фронтонов,,ГЭСН 81-02-10-2020,,,ГЭСН 10-02-035,,,KSI110000788
,,,DEWJ,,,,Сборка деревянных карнизов,,ГЭСН 81-02-10-2020,,,ГЭСН 10-02-035,,,KSI110000789
,,,DEWK,,,,Сборка деревянных кровель,,ГЭСН 81-02-10-2020,,,ГЭСН 10-02-035,,,KSI110000790
,,,DEWL,,,,Установка стропил заводского изготовления,,ГЭСН 81-02-10-2020,,,ГЭСН 10-02-036,,,KSI110000791
,,,DEWM,,,,Сборка деревянных площадок с маршами,,ГЭСН 81-02-10-2020,,,ГЭСН 10-02-040,,,KSI110000792
,,,DEWN,,,,Сборка деревянных лестниц с перилами,,ГЭСН 81-02-10-2020,,,ГЭСН 10-02-040,,,KSI110000793
,,,DEWP,,,,Ограждение лестничных деревянных площадок перилами,,ГЭСН 81-02-10-2020,,,ГЭСН 10-02-041,,,KSI110000794
,,,DEWQ,,,,Сборка деревянных террас,,ГЭСН 81-02-10-2020,,,ГЭСН 10-02-045,,,KSI110000795
,,,DEWR,,,,Сборка деревянных веранд,,ГЭСН 81-02-10-2020,,,ГЭСН 10-02-045,,,KSI110000796
,,,DEWS,,,,Сборка деревянных люфт-клозетов,,ГЭСН 81-02-10-2020,,,ГЭСН 10-02-046,,,KSI110000797
,,,DEWT,,,,Сборка деревянных козырьков,,ГЭСН 81-02-10-2020,,,ГЭСН 10-02-046,,,KSI110000798
,,,DEWU,,,,Сборка деревянных крылец,,ГЭСН 81-02-10-2020,,,ГЭСН 10-02-046,,,KSI110000799
,,,DEWV,,,,Установка деревянных блоков (контейнеров),,ГЭСН 81-02-10-2020,,,ГЭСН 10-02-050 ,,,KSI110000800
,,,DEWW,,,,Обшивка конструкций,,ГЭСН 81-02-10-2020,,,"ГЭСН 10-03-001
ГЭСН 10-03-002
ГЭСН 10-03-003",,,KSI110000801
,,,DEWX,,,,Устройство деревянных мостков,,ГЭСН 81-02-10-2020,,,ГЭСН 10-03-004,,,KSI110000802
,,,DEWY,,,,Устройство подвесных потолков,,ГЭСН 81-02-10-2020,,,"ГЭСН 10-06-040 
ГЭСН 10-05-011
ГЭСН 10-07-012 ",,,KSI110000803
,DF,,,,,,Устройство кровель,,ГЭСН 81-02-12-2020,по типу конструкций,,,,,KSI110000804
,,DFA,,,,,Устройство примыканий кровель к конструкции здания,,ГЭСН 81-02-12-2020,,,"ГЭСН 12-01-004
ГЭСН 12-01-029 
ГЭСН 12-01-030",,,KSI110000805
,,DFB,,,,,Защита ендов,,ГЭСН 81-02-12-2020,,,ГЭСН 12-01-005,,,KSI110000806
,,DFC,,,,,Устройство деформационных швов при устройстве кровель,,ГЭСН 81-02-12-2020,,,ГЭСН 12-01-006,,,KSI110000807
,,DFD,,,,,Устройство кровель различных типов,,ГЭСН 81-02-12-2020,по типу конструкций,,ГЭСН 12-01-007,,,KSI110000808
,,,DFDA,,,,Устройство кровель плоских ,,ГЭСН 81-02-12-2020,,,ГЭСН 12-01-002,,,KSI110000809
,,,DFDB,,,,"Устройство трехслойных мастичных кровель, армированных двумя слоями стеклосетки",,ГЭСН 81-02-12-2020,,,ГЭСН 12-01-003,,,KSI110000810
,,,DFDC,,,,Устройство кровель скатных,,ГЭСН 81-02-12-2020,,,ГЭСН 12-01-001,,,KSI110000811
,,,DFDD,,,,Устройство кровель различных типов из металлочерепицы,,ГЭСН 81-02-12-2020,,,ГЭСН 12-01-020,,,KSI110000812
,,,DFDE,,,,Устройство однослойной кровли из полимерного рулонного материала с установкой прижимных пластин,,ГЭСН 81-02-12-2020,,,ГЭСН 12-01-021,,,KSI110000813
,,,DFDF,,,,Устройство кровли из металлочерепицы по готовым прогонам,,ГЭСН 81-02-12-2020,,,ГЭСН 12-01-023,,,KSI110000814
,,,DFDG,,,,Устройство кровли с применением мастики с 2-х слойным покрытием,,ГЭСН 81-02-12-2020,,,ГЭСН 12-01-024,,,KSI110000815
,,,DFDH,,,,Устройство кровель из рулонной стали по обрешетке из обрезной доски,,ГЭСН 81-02-12-2020,,,"ГЭСН 12-01-026
",,,KSI110000816
