Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Код класса по МССК,Примечания
,,,,AEE030,Бетоноукладчик-планировщик со скользящими формами,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,91.08.05-021,,
,,,,AEE040,Комплект машин для бетонирования каналов,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,91.08.05-042,,
,,,,AEE050,Машина бетоноукладочного комплекта на рельс-формах,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,"91.08.05-051 
91.08.05-052 
91.08.05-053 
91.08.05-054",,
,,,,AEE060,Бетоноукладчик со скользящими формами в составе высокопроизводительного бетоноукладочного комплекта,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,91.08.05-055,,
,,,,AEE070,Машина для нанесения пленкообразущих материалов в составе высокопроизводительного бетоноукладочного комплекта,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,91.08.05-057,ТО 18 30 10 05,
,,,,AEE080,Нарезчик швов в затвердевшем бетоне продольный и поперечный в составе высокопроизводительного бетоноукладочного комплекта,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,,"ТО 18 40 10 02
ТО 18 40 10 03",
,,,,AEE090,Профилировщик основания со скользящими формами в составе высокопроизводительного бетоноукладочного комплекта,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,91.08.05-061,ТО 18 25 10 04,
,,,,AEE100,Распределитель цементобетона со скользящими формами в составе высокопроизводительного бетоноукладочного комплекта,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,91.08.05-062,ТО 18 25 10 03,
,,,,AEE110,Финишер трубчатый в составе высокопроизводительного бетоноукладочного комплекта,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,08.05-064,ТО 18 25 10 05,
,,,,AEE120,Пневмобетономашина для возведения набрызг-бетонной крепи для укладки бетонной смеси за опалубку и тампонажа закрепного пространства,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,91.08.05-071,,
,,,,AEE130,Пневмобетоноукладчик,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,91.08.05-081 ,ТО 18 25 10 07,
,,,,AEE140,Цементоукладчик для заделки швов,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,91.08.05-091,ТО 20 50 10 05,
,,,,AEE150,Бетоноукладчик для устройства барьерных ограждений,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,,,
,,,,AEE160,Машина на рельс-формах для нанесения пленкообразующих материалов в составе бетоноукладочного комплекта,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,,ТО 18 30 10 05,
,,AEF,,,Нарезчик швов,"Машина для нарезки и разделки швов, трещин","Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,91.08.06,ТО 18 40,Определение синтезировано
,,,,AEF010,Нарезчик швов обыкновенный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,"91.08.06-001
91.08.06-002
91.08.06-003",,
,,,,AEF020,Станок для разделки трещин,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,,,
,,,,AEF030,Машина для разделки швов и трещин,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,91.08.11-021,,
,,AEG,,,Распределитель,Машина для механизации распределения дорожно-строительных материалов,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,91.08.07,ТО 18 25,Определение синтезировано
,,,,AEG010,Битумощебнераспределитель,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,91.08.07-001,,
,,,,AEG020,Распределитель каменной мелочи,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,,,
,,,,AEG030,Распределитель минеральных вяжущих,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,"91.08.07-012 
91.08.07-013",,
