Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Код класса по МССК,Примечания
,,,,CAGB100,Смесь асфальтобетонная по системе объемно-функционального проектирования,,"ГОСТ Р 58401.1-2019
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"04.2.01.01-1005
04.2.01.01-1041
04.2.01.01-1042
04.2.01.01-1043
04.2.01.01-1044",,
,,,CAGC,,Смесь полимерасфальтобетонная,"Рационально подобранная смесь минеральных материалов (щебня, песка и минерального порошка), взятых в регламентированных настоящим стандартом соотношениях, с ПБВ и перемешанных в нагретом состоянии","ГОСТ 9128-2013
ГОСТ Р 58406.1-2020
ГОСТ Р 58406.2-2020
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,,,
,,,,CAGC010,Смесь резинобитумная асфальтобетонная,Вибролитая асфальтобетонная смесь с использованием в качестве добавки гранулированного резинобитумного вяжущего (ГРБВ),"СТО 48853999-004-2016
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,,,
,,,CAGD,,Cмесь асфальтобетонная дорожная литая горячая,"Рационально подобранная смесь вязко-текучей консистенции с минимальным содержанием воздушных пустот, состоящая из минеральной части (щебня, песка и минерального порошка) и битумного вяжущего, взятых в определенных соотношениях и перемешанных в нагретом состоянии, укладка которой проводится без уплотнения, при температуре смеси не менее 190°С",ГОСТ Р 54401-2020,По назначению,, 04.2.02,,
,,,,CAGD010,Cмесь асфальтобетонная дорожная литая горячая для нижнего слоя покрытия и защитных слоев гидроизоляции,,ГОСТ Р 54401-2020,,,,,
,,,,CAGD020,Cмесь асфальтобетонная дорожная литая горячая для верхнего слоя покрытия и слоев износа,,ГОСТ Р 54401-2020,,,,,
,CB,,,,Растворы строительные,"Рационально составленная, однородно перемешанная смесь вяжущего вещества (цемент, известь, гипс и др.), воды, песка и добавок, приобретающая с течением времени камневидное состояние.
","ГОСТ 28013-98
СП 82-101-98
Энциклопедия «Техника». — М.: Росмэн. 2006.
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,04.3,"СТ 10 08
СТ 10 13 30",
,,CBA,,,Раствор строительный на основе гипсовых вяжущих,,"ГОСТ 28013-98
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,,"СТ 10 08 10 10
СТ 10 13 30 20",
,,CBB,,,Раствор строительный на основе извести строительной,,ГОСТ 28013-98,По виду материала,,,,
,,,,CBB010,Раствор известковый,,"ГОСТ 28013-98
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,04.3.01.07,"СТ 10 08 10 20
СТ 10 13 30 50",
,,,,CBB020,Раствор известково-песчаный,,ГОСТ 28013-98,,,,,
,,CBC,,,Раствор строительный на основе портландцемента и шлакопортландцемента,,ГОСТ 28013-98,По виду материала,,,,
,,,,CBC010,Раствор на цементном вяжущем,,"ГОСТ 28013-98
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,04.3.01.09,СТ 10 08 10 30,
,,CBD,,,Раствор строительный на основе цемента пуццоланового,,ГОСТ 28013-98,По виду материала,,,,
,,CBE,,,Раствор строительный на основе цемента,,ГОСТ 28013-98,По виду материала,,,,
,,,,CBE010,Раствор цементно-песчаный,,"ГОСТ 28013-98
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,,"СТ 10 08 10 60
СТ 10 08 20 10
СТ 10 13 30 10",
,,,,CBE020,Раствор металлоцементный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,,,
,,,,CBE030,Раствор цементно-глиняный,,"ГОСТ 28013-98
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,,СТ 10 08 20 20,
,,,,CBE040,Раствор асбоцементный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,04.3.01.03,,
,,CBF,,,Раствор строительный на основе глины,,"ГОСТ 28013-98
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,,"СТ 10 08 20 30
СТ 10 13 30 25",
,,CBG,,,Раствор строительный на основе смешанных вяжущих,,ГОСТ 28013-98,По виду материала,,,,
,,,,CBG010,Известково-гипсовый раствор,,"ГОСТ 28013-98
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,,"СТ 10 08 10 50
СТ 10 13 30 60",
,,,,CBG020,Глинисто-известковый раствор,,"ГОСТ 28013-98
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,,СТ 10 13 30 30,
,,,,CBG030,Цементно-известковый раствор,,"ГОСТ 28013-98
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,04.3.01.12,"СТ 10 08 10 40
СТ 10 13 30 15",
,,CBH,,,Раствор строительный на основе иных видов вяжущих,,"ГОСТ 28013-98
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",По виду материала,,,,
,,,,CBH010,Раствор грунтовый,,"ГОСТ 28013-98
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,04.3.01.05,,
,,CBJ,,,Раствор строительный сульфатостойкий,,ГОСТ 28013-98,По виду материала,,,,
,CC,,,,Составы на основе цемента,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),По виду материала,,,,
,,,,CC010,Изоляционный песчано-цементный состав,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128,,,,СТ 10 15 70 10,
,CD,,,,Смеси бетонные,"Готовая к применению перемешанная однородная смесь вяжущего, заполнителей и воды с добавлением или без добавления химических и минеральных добавок, которая после уплотнения, схватывания и твердения превращается в бетон","ГОСТ 7473-2010
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",По виду материала,,"04.1
",,
,,CDA,,,Бетонные смеси тяжелого бетона (БСТ),,ГОСТ 7473-2010,По виду материала,,,,
,,,,CDA010,Смесь бетонная для тяжелого конструкционного бетона (БСТ),,"
ГОСТ 26633-2015
ГОСТ 25192-2012
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,04.1.02.05,,
,,,,CDA020,Смесь бетонная для тяжелого бетона (БСТ) для транспортного строительства,,"
ГОСТ 7473-2010
ГОСТ 26633-2015
ГОСТ 25192-2012
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,04.1.02.04,,
,,,,CDA030,Смесь бетонная для тяжелого бетона (БСТ) для дорожных и аэродромных покрытий,,"ГОСТ 7473-2010
ГОСТ 26633-2015
ГОСТ 25192-2012
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,04.1.02.03,,
,,,,CDA040,Смесь бетонная для тяжелого бетона (БСТ) для гидротехнических сооружений,,"ГОСТ 7473-2010
ГОСТ 26633-2015
ГОСТ 25192-2012
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,04.1.02.02,,
,,CDB,,,Бетонные смеси мелкозернистого бетона (БСМ),бетон на цементном вяжущем с плотным мелким заполнителем. ,"ГОСТ 7473-2010
ГОСТ 25192-2012
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",По виду материала,,04.1.02.01,,
,,CDC,,,Бетонные смеси легкого бетона (БСЛ),"бетон на цементном вяжущем, пористом крупном неорганическом заполнителе, пористом (природном и/или иcкусственном) или плотном мелком неорганическом заполнителе по ГОСТ 25137 и добавках","ГОСТ 7473-2010
ГОСТ 25820-2021 
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",По виду материала,,"04.1.01
",,
,,,,CDC010,Смесь бетонная легкая на пористых заполнителях,,"
ГОСТ 7473-2010
ГОСТ 25820-2021 
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,04.1.01.01,,
,,,,CDC020,Смесь бетонная легкая для ячеистого бетона,"Бетон, состоящий из затвердевшей смеси вяжущего, кремнеземистого компонента и искусственных равномерно распределенных пор в виде ячеек, образованных газо- и пенообразователями. ","ГОСТ 7473-2010
ГОСТ 25192-2012 
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,,,
,,,,CDC030,Смесь бетонная легкая полимерная,"бетон, изготовленный из бетонной смеси, содержащей полимер или мономер","ГОСТ 7473-2010
ГОСТ 25192-2012 
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,,,
,CG,,,,"Мастики, клеи и эмульсии на основе природных материалов",,,По виду материала,,,,
,,CGA,,,Клеи органические,,,По виду материала,,,,
,,,CGAA,,Клеи на основе природных смол,,"ГОСТ 30535-97
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"14.1.03
",,
,,,,CGAA010,Клей на основе производных целлюлозы,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.1.03.01,,
,,,,CGAA020,Клей на основе канифоли,,,,,,,
,,,,CGAA030,Клей на основе натурального каучука,,"ГОСТ 30535-97
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,14.1.04.01,,
,,,,CGAA040,Клеи на основе ароматических смол,,ГОСТ 30535-97,,,,,
,,,CGAB,,Клеи животного происхождения,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,"14.1.01
",,
,,,,CGAB010,Клей казеиновый,,"ГОСТ 3056-90
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,14.1.01.01-0001,,
,,,,CGAB020,Клей костный,,ГОСТ 2067-93,,,,,
,,,,CGAB030,Клей мездровый,"Клей, получаемый из белковых отходов кожевенных и кожсырьевых заводов и предназначенный для абразивной, деревообрабатывающей и других отраслей промышленности",ГОСТ 3252-80,,,,,
,,,,CGAB040,Клей рыбий,,,,,,,
,,CGB,,,"Мастики, грунтовки, эмульсии битумные",,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128,По виду материала,,,СТ 10 04,
,,,CGBA,,Мастики битумосодержащие,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.2.03.03,,
,,,,CGBA010,Мастика битумная,"Водостойкий вязкопластичный гидроизолирующий и приклеивающий материал на основе битумного вяжущего (битум, резинобитум, эмульсии) с минеральными и полимерными добавками или без них, применяемый для заливки трещин и швов шириной менее 10 мм и приклеивания гидроизоляции","ГОСТ 2889-80
ГОСТ 30693-2000
ГОСТ 32870-2014
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"01.2.03.03-0014
01.2.03.03-0112
",СТ 10 04 10 10,
,,,,CGBA020,Мастика битумно-бутилкаучуковая,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.2.03.03-0032,,
,,,,CGBA030,Мастика битумно-латексная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.2.03.03-0044,,
,,,,CGBA040,Мастика битумно-полимерная,,"ГОСТ 30693-2000
ГОСТ 32870-2014
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"01.2.03.01-0002
01.2.03.07-0011",СТ 10 04 10 20,
,,,,CGBA050,Мастика битумно-кукерсольная,,"ТТК 07.22.11
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,01.2.03.03-0043,,
,,,,CGBA060,Мастика битумно-резиновая,"Многокомпонентная масса, состоящая из нефтяного битума (или смеси битумов), наполнителя и пластификатора и предназначенная для изоляции подземных стальных трубопроводов и других сооружений с целью защиты их от почвенной коррозии","ГОСТ 15836-79 
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"01.2.03.03-0062
01.2.03.03-0063
01.2.03.03-0064
01.2.03.03-0065
01.2.03.03-0067",СТ 10 04 10 30,
,,,,CGBA070,Мастика нетвердеющая строительная,,"ГОСТ 30693-2000
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,59.1.14.05-004,,
,,,,CGBA080,Мастика битумно-масляная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.2.03.03-0107,,
,,,CGBB,,Грунтовка битумосодержащая,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.2.03.02,,
,,,,CGBB010,Грунтовка полиакрилат-битумная однокомпонентная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,,,
,,,,CGBB020,Праймер битумный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,"01.2.03.05-0004
01.2.03.05-0011
01.2.03.05-0005
59.1.01.02-0056
59.1.01.02-0057",,
,,,,CGBB030,Грунтовка битумно-полимерная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,"01.2.03.05-0001
01.2.03.02-0005
01.2.03.02-0011
01.2.03.02-0012",,
,,,CGBC,,Эмульсия битумосодержащая,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.2.03.07,,
,,,,CGBC030,Эмульсия битумно-латексная,"Жидкость, которую получают путем диспергирования битума в водном растворе эмульгатора, в которую введен латекс","ГОСТ Р 58952.1-2020
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,01.2.03.07-0027,,
,,,,CGBC50,Дорожная битумная эмульсия,"Однородная жидкость, получаемая на битумном вяжущем (без добавления полимерных добавок) путем его диспергирования в водном растворе эмульгатора","ГОСТ Р 58952.1-2020
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,01.2.03.07-0023,,
,,,,CGBC060,"Эмульсия битумная дорожная катионная быстрораспадающаяся 
ЭБДК Б",,"ГОСТ Р 58952.1-2020
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"01.2.03.07-0024
01.2.03.07-0025
01.2.03.07-0026",,
,,,,CGBC070,"Эмульсия битумная дорожная анионная быстрораспадающаяся 
ЭБДА Б",,ГОСТ Р 58952.1-2020,,,,,
,,,,CGBC080,Эмульсия битумно-полимерная дорожная катионная быстрораспадающаяся ЭБПДК Б,,ГОСТ Р 58952.1-2020,,,,,
,,,,CGBC090,Эмульсия битумно-полимерная дорожная анионная быстрораспадающаяся ЭБПДА Б,,ГОСТ Р 58952.1-2020,,,,,
,,,,CGBC100,"Эмульсия битумная дорожная катионная среднераспадающаяся 
ЭБДК С",,"ГОСТ Р 58952.1-2020
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,01.2.03.07-0025,,
,,,,CGBC110,Эмульсия битумная дорожная анионная среднераспадающаяся ЭБДА С,,ГОСТ Р 58952.1-2020,,,,,
,,,,CGBC120,Эмульсия битумно-полимерная дорожная катионная среднераспадающаяся ЭБПДК С,,ГОСТ Р 58952.1-2020,,,,,
,,,,CGBC130,Эмульсия битумно-полимерная дорожная анионная среднераспадающаяся ЭБПДА С,,ГОСТ Р 58952.1-2020,,,,,
,,,,CGBC040,Эмульсия битумная дорожная катионная медленнораспадающаяся ЭБДК М,,"ГОСТ Р 58952.1-2020
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,, 01.2.03.07-0026,,
,,,,CGBC140,Эмульсия битумная дорожная анионная медленнораспадающаяся ЭБДА М,,ГОСТ Р 58952.1-2020,,,,,
,,,,CGBC150,Эмульсия битумно-полимерная дорожная катионная медленнораспадающаяся ЭБПДК М,,ГОСТ Р 58952.1-2020,,,,,
,,,,CGBC160,Эмульсия битумно-полимерная дорожная анионная медленнораспадающаяся ЭБПДА М,,ГОСТ Р 58952.1-2020,,,,,
,,,CGBD,,Эмульгатор,"Поверхностно-активное вещество (ПАВ), активизирующее процесс диспергирования битумного вяжущего и обеспечивающее устойчивость образующейся эмульсии","ГОСТ Р 58952.1-2020
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,01.2.03.06,,
,,,,CGBD010,Эмульгатор для катионовых битумных эмульсий быстрого и среднего распада,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.2.03.06-0002,,
,,,CGBE,,Герметик битумный,"Композитный материал на основе вязкого битумного вяжущего с добавкой полимеров, обладающий повышенной вязкостью, эластичностью, полностью водонепроницаемый и применяемый для герметизации швов и трещин шириной более 10 мм в дорожных конструкциях, аэродромах и искусственных сооружениях","ГОСТ 32872-2014
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,59.1.14.05-0034,СТ 10 05 20,
,,,,CGBE010,Жидкая резина,"Битумно-резиновая мастика, представляющая собой многокомпонентную массу, состоящую из нефтяного битума (или смеси битумов), наполнителя и пластификатора и предназначаемая для изоляции подземных стальных трубопроводов и других сооружений с целью защиты их от почвенной коррозии","ГОСТ 15836-79
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,,СТ 10 15 60 20,Определение синтезировано
,,,CGBF,,Пропитка битумная,,СТО 65396612-007-2019,,,,,
,,,CGBG,,Паста битумная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,,,
,,CGC,,,Мастики на основе минеральных материалов,,,По виду материала,,,,
,,,,CGC010,Мастика асбозуритовая,,,,,,,
,,,,CGC020,Мастика сланцевая,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.5.04.08-0012,,
,,,,CGC030,Мастика известково-кремнеземистая,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.5.04.08-0006,,
D,,,,,Металлические сплавы и материалы на их основе,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128,По виду материала,,,СТ 10 02,
,DA,,,,Сплавы черных металлов,,"ГОСТ 7565-81
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,,СТ 10 02 10,
,,DAA,,,Чугун,,"ГОСТ 22536.1-88
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,"08.1.02.28
59.1.08.01-0823",СТ 00 90,
,,,,DAA010,Высокопрочный чугун,,"ГОСТ Р 57430-2017
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,,СТ 10 02 10 10 10,
,,,,DAA020,Ковкий чугун,,"ГОСТ 8943-75
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,,СТ 10 02 10 10 20,
,,,,DAA030,Серый чугун,," СК 2111-89
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,,СТ 10 02 10 10 30,
,,,,DAA040,Чугун со специальными свойствами,,ГОСТ 7769-82,,,,,
,,,,DAA050,Белый чугун,,,,,,,
,,DAB,,,Сталь углеродистая,,"ГОСТ 380-2005
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,,СТ 10 02 10 20,
,,,,DAB010,Сталь высокоуглеродистая,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128,,,,СТ 10 02 10 20 10,
,,,,DAB020,Сталь среднеуглеродистая,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128,,,,СТ 10 02 10 20 30,
,,,,DAB030,Сталь низкоуглеродистая,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128,,,,СТ 10 02 10 20 20,
,,DAC,,,Сталь легированная,,"ГОСТ 12365-84
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,08.3.12.06-0011,СТ 10 02 10 30,
,,,,DAC010,Сталь высоколегированная,,"ГОСТ 12365-84
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,,СТ 10 02 10 30 10,
,,,,DAC020,Сталь среднелегированная,,,,,,,
,,,,DAC030,Сталь низколегированная,,"ГОСТ 380-2005
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,,СТ 10 02 10 30 20,
,,DAD,,,Сталь коррозионно-стойкая,"Сталь, обладающая стойкостью против электрохимической и химической коррозии (атмосферной, почвенной, щелочной, кислотной, солевой), межкристаллитной коррозии, коррозии под напряжением и др.","ГОСТ 5632-2014
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,,СТ 10 02 10 40,
,,DAE,,,Сталь жаропрочная,"Сталь, работающая в нагруженном состоянии при высоких температурах в течение определенного времени и обладающая при этом достаточной жаростойкостью","ГОСТ 5632-2014
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,,СТ 10 02 10 50,
,DB,,,,Сплавы цветных металлов,,"ГОСТ 25086-2011
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,,СТ 10 02 20,
,,DBA,,,Алюминий и сплавы,,"ГОСТ 4784-2019
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,"10.1
",СТ 10 02 20 10,
,,,,DBA010,Алюминий первичный,,"ГОСТ Р 57434-2017
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,,,
,,,,DBA020,Сплавы алюминия,,"ГОСТ 4784-2019
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,10.1.01.02,,
,,DBB,,,Медь и сплавы,,"ГОСТ 32597-2013
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,"10.2
",СТ 10 02 20 30,
,,,,DBB010,Бронза оловянная,,"ГОСТ 613-79
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,,СТ 10 02 20 15,
,,,,DBB020,Латунь литейная,,"ГОСТ 17711-93
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,,,
,,,,DBB030,Сплавы медно-фосфористые,,"ГОСТ 4515-93
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,,,
,,DBC,,,"Свинец, цинк, олово и сплавы",,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),По виду материала,,"10.3
",,
,,,,DBC010,Свинец,,"ГОСТ 22861-93
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"10.3.02.05
10.3.01.03
59.1.10.03-0101
59.1.10.03-0102
59.1.10.03-0103",СТ 10 02 20 45,
,,,,DBC020,Олово,,"ГОСТ Р 57774-2017
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"10.3.02.02
",СТ 10 02 20 40,
,,,,DBC030,Цинк и сплавы цинковые антифрикционные,,"ГОСТ 21438-95
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"10.3.01.05
01.3.05.36
59.1.10.03-0067
59.1.10.03-0068
59.1.10.03-0069
59.1.10.03-0070",СТ 10 02 20 55,
,,,,DBC040,Баббит оловянный и свинцовый,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,10.3.02.01,,
,,,,DBC050,Роли свинцовые,,"ГОСТ 89-2018
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"10.3.02.04
59.1.10.03-0096
59.1.10.03-0097
59.1.10.03-0098
59.1.10.03-0099
59.1.10.03-0100",,
,,,,DBC060,Припои оловянно-свинцовые,," ГСССД 149-90
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"10.3.02.03
10.4.01.01-1008
10.4.01.01-1010
10.4.01.01-1012",,
,,DBD,,,Вольфрам и его сплавы,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128,По виду материала,,01.3.05.38-0041,СТ 10 02 20 20,
,,DBE,,,Никель и его сплавы,,"ГОСТ 6689.2-92
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,"59.1.01.03-0094
59.1.01.03-0095
59.1.01.03-0096",СТ 10 02 20 35,
,,DBF,,,Латунь,,"ГОСТ 17711-93
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,,СТ 10 02 20 25,
,,DBG,,,Титановый сплав,,"ГОСТ 19863.1-91
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,"59.1.10.04-0040
59.1.10.04-0041
59.1.10.04-0042
59.1.10.04-0043",СТ 10 02 20 50,
,DC,,,,Материалы на основе металлических сплавов,,,По виду материала,,,,
,,DCA,,,Листовые материалы,,"ГОСТ 11269-76
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,,СТ 10 12 20,
,,,DCAA,,Листовая сталь,,"ГОСТ 19903-2015
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"08.3.05
",СТ 10 12 20 20,
,,,DCAB,,Сталь листовая из титан-цинка,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,,СТ 10 12 20 40,
