Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Примечания
,,,,AGC010,Машина прочистная секционного типа для труб,"Машина, используемая при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.04-001,Определение синтезировано
,,,,AGC020,Машина для очистки и грунтовки труб,"Машина, используемая при строительстве магистральных трубопроводов",КСР,,,"28.99.39.91.10.04-011
28.99.39.91.10.04-012
28.99.39.91.10.04-013",Определение синтезировано
,,,,AGC030,Машина для очистки и изоляции полимерными лентами труб,"Машина, используемая при строительстве магистральных трубопроводов",КСР,,,"28.99.39.91.10.04-015
28.99.39.91.10.04-016
28.99.39.91.10.04-017
28.99.39.91.10.04-018
28.99.39.91.10.04-019",Определение синтезировано
,,,,AGC040,Машина изоляционная для труб,"Машина, используемая при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.04-020 28.99.39.91.10.04-021 28.99.39.91.10.04-023 28.99.39.91.10.04-024,Определение синтезировано
,,,,AGC050,"Машина навивочная для навивки профиля из НПВХ сложной конфигурации шириной от 67 до 80 мм, армированного сталью, с двойным механическим замком с уплотнением, в трубу методом спиральной навивки","Машина, используемая при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.04-025,Определение синтезировано
,,,,AGC060,Установка для очистки трубопроводов,"Установка, используемая при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.04-031,Определение синтезировано
,,,,AGC070,Установка для химической очистки маслопроводов,"Установка, используемая при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.04-041,Определение синтезировано
,,,,AGC080,Установка для нанесения полимерного покрытия методом напыления на внутреннюю поверхность трубопроводов,"Установка, используемая при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.04-051,Определение синтезировано
,,,,AGC090,Комплект оборудования для цементно-песчаной облицовки внутренних поверхностей трубопроводов,Комплект оборудования используемый при строительстве магистральных трубопроводов,КСР,,,28.99.39.91.10.04-500,Определение синтезировано
,,,,AGC100,Машина механической очистки канализационных сетей,"Машина, используемая при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.04-524,Определение синтезировано
,,,,AGC110,Машина центробежного набрызга для облицовки внутренней поверхности трубопровода,"Машина, используемая при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.04-526,Определение синтезировано
,,,,AGC120,Питающая тележка для устройства цементно-песчаной изоляции внутренних поверхностей стальных труб,"Машина, используемая при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.04-528,Определение синтезировано
,,,,AGC130,Платформа прицепная для устройства цементно-песчаной изоляции внутренних поверхностей стальных труб в комплекте с растворосмесителем и дизель-генератором,"Машина, используемая при строительстве магистральных трубопроводов",КСР,,,29.20.23.91.10.04-530,Определение синтезировано
,,,,AGC140,Робот для устранения ответвлений и устранения препятствий в трубопроводе на шасси автомобиля,Робот используемый при строительстве магистральных трубопроводов,КСР,,,28.99.39.91.10.04-532,Определение синтезировано
,,,,AGC150,Тросопротягиватель самоходный для устройства цементно-песчаной изоляции,"Машина, используемая при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.04-534,Определение синтезировано
,,,,AGC160,Установка для бестраншейного обновления старых трубопроводов,"Установка, используемая при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.04-538,Определение синтезировано
,,,,AGC170,Установка для гидроочистки труб под сверхвысоким давлением,"Установка, используемая при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.04-540,Определение синтезировано
,,,,AGC180,Установка для очистки внутренних поверхностей стальных труб,"Установка, используемая при строительстве магистральных трубопроводов",КСР,,,"28.99.39.91.10.04-542
28.99.39.91.10.04-544
28.99.39.91.10.04-546",Определение синтезировано
,,,,AGC190,Установка для устройства цементно-песчаной изоляции внутренних поверхностей стальных труб,"Установка, используемая при строительстве магистральных трубопроводов",КСР,,,"28.99.39.91.10.04-548
28.99.39.91.10.04-550
28.99.39.91.10.04-552
28.99.39.91.10.04-554
28.99.39.91.10.04-556
28.99.39.91.10.04-558",Определение синтезировано
,,,,AGC200,Установка на базе автомобиля для напыления внутренней поверхности труб двухкомпонентным полимерным материалом,"Установка, используемая при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.04-562,Определение синтезировано
,,,,AGC210,Установка реверсивная с парогенератором для санации труб тканевым шлангом,"Установка, используемая при строительстве магистральных трубопроводов",КСР,,,"28.99.39.91.10.04-564
28.99.39.91.10.04-566
28.99.39.91.10.04-568",Определение синтезировано
,,,,AGC220,Установка электрогидроимпульсная для очистки внутренних поверхностей трубопровода,"Установка, используемая при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.04-570,Определение синтезировано
,,,,AGC230,Машина центробежного набрызга для облицовки внутренней поверхности труб,"Машина, используемая при строительстве магистральных трубопроводов",КСР,,,"28.99.39.91.10.04-572
28.99.39.91.10.04-573
28.99.39.91.10.04-574",Определение синтезировано
,,,,AGC240,Комплект приспособлений для проведения работ по санации трубопровода,Комплект приспособлений используемый при строительстве магистральных трубопроводов,КСР,,,28.99.39.91.10.04-510,Определение синтезировано
,,,,AGC250,Установка самоходная комплексная для санации безнапорных канализационных трубопроводов светополимерным рукавом,"Установка, используемая при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.11-570,Определение синтезировано
,,AGD,,,Трубоукладчик,"Самоходная гусеничная машина, предназначенная для подъема и укладки труб и транспортирования оборудования для трубопроводов. Данная машина, базой для которой служит гусеничный трактор, имеет специально сконструированные составные части, например главную раму, противовес, механизм подъема стрелы и груза и боковую стрелу, поворачивающуюся только в вертикальной плоскости.",КСР,,,91.10.05,ГОСТ 27963-88 (ИСО 7136-86) 
,,AGE,,,Установка для подогрева стыков труб,"Установка, используемая при строительстве магистральных трубопроводов",КСР,,,91.10.06,Определение синтезировано
,,AGF,,,Установка для продавливания труб,"Установка, используемая при строительстве магистральных трубопроводов",КСР,,,91.10.07,Определение синтезировано
,,AGG,,,Установка для сушки труб,"Установка, используемая при строительстве магистральных трубопроводов",КСР,,,91.10.08,Определение синтезировано
,,AGH,,,Устройство для обследований и испытаний трубопроводов для обследований и испытаний трубопроводов,"Устройство, используемое при строительстве магистральных трубопроводов для обследований и испытаний трубопроводов",КСР,,,91.10.09,Определение синтезировано
,,,,AGH010,Система телеинспекционная для обследования труб на базе автомобиля,"Система, используемая при строительстве магистральных трубопроводов для обследований и испытаний трубопроводов",КСР,,,29.10.59.91.10.11-031,Определение синтезировано
,,,,AGH020,Георадар,"Геофизический прибор, предназначенный для георадиолокационных исследований любой среды, кроме металла, (грунты, материалы, горные породы, акватории, строительные конструкции и т.д.), применяется для оценки однородности уложенных дорожностроительных материалов",КСР,,,28.99.39.91.10.11-500,СП 78.13330.2012 
,,,,AGH030,Комплекс робототехнический для телевизионного контроля и ремонта трубопровода,Комплекс используемый при строительстве магистральных трубопроводов для обследований и испытаний трубопроводов,КСР,,,"28.99.39.91.10.11-506
28.99.39.91.10.11-508",Определение синтезировано
,,,,AGH040,Микроавтобус со встроенным оборудованием для видеосъемки внутренней полости и поиска повреждений трубопровода,"Машина, используемая при строительстве магистральных трубопроводов для обследований и испытаний трубопроводов",КСР,,,28.99.39.91.10.11-522,Определение синтезировано
,,,,AGH050,Детектор обнаружения течи на плоских поверхностях методом векторного картирования,"Устройство, используемое при строительстве магистральных трубопроводов для обследований и испытаний трубопроводов",КСР,,,28.99.39.91.10.11-523,Определение синтезировано
,,,,AGH060,Комплекс мобильный для диагностики внутренней поверхности трубопроводов методом акустического резонанса,Комплекс используемый при строительстве магистральных трубопроводов для обследований и испытаний трубопроводов,КСР,,,28.99.39.91.10.11-524,Определение синтезировано
,,,,AGH070,"Установка для гидравлических испытаний трубопроводов, давление нагнетания низкое 0,1 МПа (1 кгс/см2), высокое 10 МПа (100 кгс/см2)","Установка, используемая при строительстве магистральных трубопроводов для обследований и испытаний трубопроводов",КСР,,,28.13.14.91.10.11-011,Определение синтезировано
,,,,AGH080,"Установка для гидравлических испытаний трубопроводов, давление нагнетания низкое 0,1 МПа (1 кгс/см2), высокое 10 МПа (100 кгс/см2) при работе от передвижных электростанций","Установка, используемая при строительстве магистральных трубопроводов для обследований и испытаний трубопроводов",КСР,,,28.13.14.91.10.11-012,Определение синтезировано
,,AGJ,,,Центратор,Приспособление используемое при строительстве магистральных трубопроводов,КСР,,,91.10.10,Определение синтезировано
,,AGK,,,Машина для завинчивания анкеров (без крана-трубоукладчика),"Машина, используемая при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.11-021,Определение синтезировано
,,AGL,,,Установка для обработки кромок труб,"Установка, используемая при строительстве магистральных трубопроводов",КСР,,,28.41.31.91.10.11-042,Определение синтезировано
,,AGM,,,Устройство для исправления вмятин на трубах,"Устройство, используемое при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.11-051,Определение синтезировано
,,AGN,,,Установка с 4 гидравлическими домкратами для продавливания труб диаметром 1000-1720 мм при работе на сооружении магистральных трубопроводов,"Установка, используемая при строительстве магистральных трубопроводов",КСР,,,28.12.20.91.10.11-043,Определение синтезировано
,,AGP,,,Фиксатор модулей,"Устройство, используемое при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.11-061,Определение синтезировано
,,AGQ,,,Машина для безогневой резки труб,"Машина, используемая при строительстве магистральных трубопроводов",КСР,,,28.41.24.91.10.11-011,Определение синтезировано
,,AGR,,,Разрушитель гидравлический для замены трубопроводов,"Машина, используемая при строительстве магистральных трубопроводов",КСР,,,"28.99.39.91.10.11-081
28.99.39.91.10.11-082",Определение синтезировано
,,AGS,,,Машина для врезки в действующий стальной газопровод,"Машина, используемая при строительстве магистральных трубопроводов",КСР,,,"28.99.39.91.10.11-516
28.99.39.91.10.11-518",Определение синтезировано
,,AGT,,,Механизм установки пробок в действующем стальном газопроводе,Механизм используемый при строительстве магистральных трубопроводов,КСР,,,28.13.14.91.10.11-520,Определение синтезировано
,,AGU,,,Механизм для врезки в магистральный стальной трубопровод,"Механизм, используемый при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.11-525,Определение синтезировано
,,AGV,,,Механизм для перекрытия полости магистрального стального трубопровода при врезке,"Механизм, используемый при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.11-526,Определение синтезировано
,,AGW,,,Эндоскоп канализационный,"Устройство, используемое при строительстве магистральных трубопроводов",КСР,,,28.99.39.91.10.11-540,Определение синтезировано
,AH,,,,Машины для водохозяйственного строительства и мелиоративных работ,"Машины, используемые в водохозяйственном строительстве и мелиоративных работах",КСР,Назначение (функция) машины,,91.12,Определенике сгенерировано
,,AHA,,,Машина для освоения закустаренных земель,"Машина, предназначенная для освоения закустаренных земель",,,,,Определение синтезировано
,,,,AHA010,Борона,,КСР,,,91.12.01,Определение синтезировано
,,,,AHA020,Корчеватель,,КСР,,,91.12.02,Определение синтезировано
,,,,AHA030,Кусторез,,КСР,,,91.12.04,Определение синтезировано
,,,,AHA040,Плуг,,КСР,,,91.12.05,Определение синтезировано
,,,,AHA050,Мульчер самоходный на гусеничном ходу,,КСР,,,91.12.08,Определение синтезировано
,,,,AHA060,Валкователь древесных остатков (без трактора),,КСР,,,28.30.86.91.12.08-001,Определение синтезировано
,,,,AHA070,Грабли кустарниковые навесные (без трактора),,КСР,,,28.30.86.91.12.08-021,Определение синтезировано
,,,,AHA080,Подборщик мелких древесных остатков,,КСР,,,28.30.86.91.12.08-131,Определение синтезировано
,,,,AHA090,Пнедробилка,,КСР,,,28.24.12.91.21.22-636,Определение синтезировано
,,AHB,,,Машина для обработки почвы,"Машина, предназначенная для обработки почвы",,,,,Определение синтезировано
,,,,AHB010,Рыхлитель,,КСР,,,28.30.32.91.12.06-012,Определение синтезировано
,,,,AHB020,Культиватор,,КСР,,,28.30.32.91.12.06-001,Определение синтезировано
,,,,AHB030,Лущильщик,,КСР,,,28.30.32.91.12.08-071,Определение синтезировано
,,,,AHB040,Каток прицепной кольчатый,,КСР,,,28.30.86.91.12.08-051,Определение синтезировано
,,,,AHB050,Планировщик длиннобазовый (без трактора),,КСР,,,28.92.22.91.12.08-121,Определение синтезировано
,,,,AHB060,Машина камнеуборочные,,КСР,,,28.30.39.91.12.08-81,Определение синтезировано
,,AHC,,,Машина для посадочных работ,"Машина, предназначенная для посадочных работ",,,,,Определение синтезировано
,,,,AHC010,Сеялка,,КСР,,,"28.30.33.91.12.07-021
28.30.33.91.12.07-022",Определение синтезировано
,,,,AHC020,Сажалка,,КСР,,,91.12.07,Определение синтезировано
,,,,AHC030,Рассадопосадочная машина,,СТО АИСТ 5.3.2010,,,,Определение синтезировано
,,,,AHC040,Ямокопатель,,КСР,,,28.30.39.91.12.08-161,Определение синтезировано
,,,,AHC050,Агрегат для травосеяния на откосах автомобильных и железных дорог,,КСР,,,28.30.33.91.12.07-001,Определение синтезировано
,,,,AHC060,Агрегаты посадочный прицепной,,КСР,,,28.30.33.91.12.07-002,Определение синтезировано
,,,,AHC070,Машина для укрепления откосов земляного полотна гидропосевом с мульчированием,,КСР,,,28.30.33.91.12.07-011,Определение синтезировано
,,,,AHC080,Установка для гидропосева многолетних трав,,КСР,,,"28.30.33.91.12.07-031
28.30.33.91.12.07-030
28.30.33.91.12.07-516",Определение синтезировано
,,,,AHC090,Машина самоходная для засыпки и разметания наполнителей для искусственной травы,,КСР,,,28.30.33.91.12.07-506,Определение синтезировано
,,,,AHC100,Укладчик полимерных покрытий на игровых и спортивных площадках,,КСР,,,28.30.33.91.12.07-512,Определение синтезировано
,,,,AHC110,Машина лесопосадочная (без трактора),,КСР,,,28.30.86.91.12.08-083,Определение синтезировано
,,,,AHC120,Разбрасыватель тракторный прицепной,,КСР,,,28.30.34.91.12.08-141,Определение синтезировано
,,AHD,,,Машина для устройства дренажа,"Машина, предназначенная для устройства дренажа",,,,,Определение синтезировано
,,,,AHD010,Канавокопатель,"Машина, предназначенная для отрытия осушительных канав дренажных и оросительных каналов, кюветов и т.п.",КСР,,,"28.30.39.91.12.08-031
28.30.39.91.12.08-032",Определение синтезировано
,,,,AHD020,Машина кротодренажная,Мелиоративная машина для прокладки дрены формированием ее в грунте,КСР,,,28.92.30.91.12.08-082,Определение синтезировано
,,AHE,,,Машина для ухода за зелеными насаждениями,"Машина, предназначенная для ухода за зелеными насаждениями",,,,,Определение синтезировано
,,,,AHE010,Генератор аэрозольный,"Устройство, вырабатывающее и распыляющее аэрозоли (туманы)",КСР,,,28.30.60.91.12.08-011,Определение синтезировано
,,,,AHE020,Опрыскиватель,Машина для опрыскивания растений растворами,КСР,,,28.30.60.91.12.08-101,Определение синтезировано
,,,,AHE030,Опыливатель,Машина для опыливания растений,КСР,,,28.30.60.91.12.08-111,Определение синтезировано
,,AHF,,,Косилка,"Машина для срезания травы, работающая в направлении движения преимущественно параллельно и близко к земле",ГОСТ EN 13524-2012,,,91.12.03,
,,,,AHF010,Газонокосилка моторная,,КСР,,,28.30.40.91.12.03-001,Определение синтезировано
,,,,AHF020,Косилка прицепная,,КСР,,,28.30.51.91.12.03-021,Определение синтезировано
,,AHG,,,Копатель шахтных колодцев,"Передвижная машина, предназначенная для копания шахтных колодцев",КСР,,,28.92.30.91.12.08-061,Определение синтезировано
,,AHH,,,Оборудование навесное сельскохозяйственное,Оборудование навешиваемое (монтируемое) на трактор или самоходное шасси,КСР,,,28.30.86.91.12.08-091,Определение синтезировано
,,,,AHH010,Плуг навесной,Оборудование навесное для обработки почвы,КСР,,,"
28.30.31.91.12.05-012
28.30.31.91.12.05-013",Определение синтезировано
,,,,AHH020,Грабли навесные,Оборудование навесное для сбора травы,КСР,,,28.30.86.91.12.08-021,Определение синтезировано
,,,,AHH030,Косилка навесная,Навесное оборудование для срезки травы,Каталог ООО «Гидростарт»,,,,Определение синтезировано
,,,,AHH040,Культиватор навесной,Оборудование навесное для обработки почвы,КСР,,,28.30.32.91.12.06-001,Определение синтезировано
,,,,AHH050,Травосборник навесной,Оборудование навесное для сбора травы,ГЭСН 81-02-47-2020 ,,,,Определение синтезировано
,,,,AHH060,Борона навесная,Оборудование навесное для обработки почвы,Каталог ООО «Атлас-М»,,,,Определение синтезировано
,,,,AHH070,Почвообрабатывающий каток навесной,Оборудование навесное для обработки почвы,ГЭСН 81-02-47-2020 ,,,,Определение синтезировано
,,AHJ,,,Каналоочиститель-илосос универсальный,Машина для очистки каналов,КСР,,,"28.12.13.91.12.08-510
28.12.13.91.12.08-512",Определение синтезировано
,AJ,,,,Средства автотранспортные специального назначения,Машины специального назначения,КСР,Назначение (функция) машины,,91.13,Определение синтезировано
,,AJA,,,Средство транспортное для коммунального хозяйства и содержания дорог,Машина для коммунального хазяйства и содержания дорог,КСР,,,91.13.01,Определение синтезировано
,,,,AJA010,"Уборочная машина (подметальные, поливомоечные)","Самоходное транспортное средство, используемое в городском дорожном хозяйстве для уборки пешеходных зон, парковых территорий, автомобильных городских дорог в стесненных городских условиях, а также в зонах промышленного и социального назначения (вокзалы, технологические дороги на территории заводов и т. д.)",КСР,,,29.10.59.91.13.01-534,Определение синтезировано
,,,,AJA020,Мусоровоз,,СТБ EN 1501-2-2008,,,,
,,AJB,,,Техника снегоуборочная,Машаны для уборки снега,КСР,,,91.13.02,Определение синтезировано
,,,,AJB010,Снегоочиститель,Машаны для уборки снега,КСР,,,"29.10.59.91.13.02-001
29.10.59.91.13.02-002",Определение синтезировано
,,,,AJB020,Снегопогрузчик,"Машина, предназначенная для погрузки в транспортные средства снега из сформированных валов и куч, а также для очистки дорог от снега в труднодоступных для очистки участках с возможностью погрузки снега в транспортные средства",ОДМ 218.5.001-2008,,,,Определение синтезировано
,,,,AJB030,Машина тротуароуборочная,"Машина, предназначенная для очистки тротуара",ОДМ 218.5.001-2008,,,,Определение синтезировано
,,,,AJB040,"Трактор типа МТЗ, оснащенный оборудованием для очистки барьерного ограждения от снега","Машина, предназначенная для очистки барьерного ограждения",ОДМ 218.5.001-2008,,,,Определение синтезировано
,,,,AJB050,"Трактор типа МТЗ в комплексе с автогрейдером, оснащенным оборудованием ОБГ-2, для уборки снега за ограждениями","Машина, предназначенная для уборки снега за ограждением",ОДМ 218.5.001-2008,,,,Определение синтезировано
,,AJC,,,Автомобиль,Самоходная машина с двигателем внутреннего сгорания для перевозки пассажиров и грузов по безрельсовым дорогам,,,,,Определение синтезировано
,,,,AJC010,Автомобиль полупассажирский,"Автомобиль, предназначенный для перевозки пассажиров и грузов",КСР,,,29.10.59.91.13.03-508,Определение синтезировано
,,,,AJC020,Автомобиль-рефрижератор,"Автомобиль с теплоизолированными (изотермическими) фургоном, снабжённый холодильной установкой, поддерживающей в грузовом отсеке заданный температурный режим",КСР,,,"29.10.59.91.13.03-510
29.10.59.91.13.03-512
29.10.59.91.13.03-514",Определение синтезировано
,,,,AJC030,Автомобиль бортовой с генератором,"Грузовой автомобиль, предназначенный для транспортировки товаров, не требующих специального температурного режима, имеющих большие габариты, сыпучих и строительных грузов и т. Д.",КСР,,,29.10.59.91.13.03-021,Определение синтезировано
,,,,AJC040,Автомобиль бортовой с устройством для предварительной маркировки,Грузовой автомобиль с устройством для предварительной маркировки,КСР,,,29.10.59.91.13.03-001,Определение синтезировано
,,AJD,,,Автофургон-мастерская тип Кунг,"Автофургон, предназначенный для проведения аварийно-ремонтных работ, перевозки вахтовых бригад, установки технологического оборудования, а также для оснащения под лабораторию",КСР,,,29.10.59.91.13.03-031,Определение синтезировано
,,AJE,,,Автоцистерна,"Автомобиль, оборудованный цистерной",КСР,,,29.10.59.91.13.03-041,Определение синтезировано
,,AJF,,,Машина бойлерная,Машина для нагрева,КСР,,,29.10.59.91.13.03-051,Определение синтезировано
,,AJG,,,Болотоход,"Автомобиль, специально предназначенный для преодоления заболоченных участков, выполнения различных технологических операций в заболоченных местах",КСР,,,29.10.59.91.13.03-061,Определение синтезировано
,,AJH,,,Мастерская аварийная на базе автомобиля,,КСР,,,29.10.59.91.13.03-081,
,,AJJ,,,Машина для ввода рукава с парогенератором на базе автомобиля,,КСР,,,29.10.59.91.13.03-091,
,,AJK,,,Машина промывочная на базе автомобиля,,КСР,,,29.10.59.91.13.03-92,
,,AJL,,,Оборудование инспекционное на базе автомобиля,,КСР,,,29.10.59.91.13.03-101,
,,AJM,,,Оборудование монтажное на базе микроавтобуса,,КСР,,,29.10.59.91.13.03-102,
,,AJN,,,Спецавтомобиль-вездеход,,КСР,,,"29.10.59.91.13.03-111
29.10.59.91.13.03-112",
,,AJP,,,Установка промысловая паровая передвижная,,КСР,,,27.90.31.91.13.03-121,
,,AJQ,,,Шасси самоходные,,КСР,,,29.10.44.91.13.03-141,
,,AJR,,,Автолаборатория,,КСР,,,"29.10.59.91.13.03-500
29.10.59.91.13.03-502
29.10.59.91.13.03-504",
,,,,AJR010,Автолаборатория с комплектом видео и георадарного сканирования для оценки качества ремонта и содержания дорог,,КСР,,,29.10.59.91.13.03-504,
,,,,AJR020,Автолаборатория с базовым комплектом для оценки качества ремонта и содержания дорог,,КСР,,,29.10.59.91.13.03-502,
,,,,AJR030,Автолаборатория для проверки качества сварных соединений трубопроводов,,КСР,,,29.10.59.91.13.03-500,
,,AJS,,,Машина вакуумная на базе автомобиля,,КСР,,,29.10.59.91.13.03-528,
,,AJT,,,Насосная станция на базе автомобиля,,КСР,,,29.10.59.91.13.03-530,
,,AJU,,,Погрузчик вакуумный (пылесос) на шасси автомобиля,,КСР,,,29.10.59.91.13.03-536,
,,AJV,,,Средство мультитранспортное для доставки материалов до тоннелепроходческого комплекса,,КСР,,,29.10.59.91.13.03-542,
,,AJW,,,Установка для очистки канализации на автомобильном ходу,"Установка, предназначенная для очистки канализации на автомобильном ходу",КСР,,,29.10.59.91.13.03-546,Определение синтезировано
,,AJX,,,Фургон цельнометаллический,,КСР,,,"29.10.59.91.13.03-550
29.10.59.91.13.03-552",
,,AJY,,,Думпер,"Специализированная самоходная самосвальная машина, обычно небольшая, предназначенная для перевозки относительно небольших объёмов сыпучих грузов на короткие расстояния (до 1—2 км) и являющаяся в этих условиях более производительной по сравнению с автосамосвалом",КСР,,,29.10.59.91.13.03-554,Определение синтезировано
,AK,,,,Средства транспортные для транспортировки строительных материалов,"Транспортные средства, предназначенные для перевозки различных строительных материалов, изделий, конструкций",КСР,Назначение (функция) машины,,91.14,Определение синтезировано
,,AKA,,,Автобетоносмеситель,"Грузовой автомобиль, оборудованный вращающейся ёмкостью для перевозки бетонной смеси",КСР,,,91.14.01,Определение синтезировано
,,AKB,,,Автомобиль бортовой,Грузовой автомобиль для перевозки различных грузов,КСР,,,91.14.02,Определение синтезировано
,,AKC,,,Автомобиль самосвал,"грузовой саморазгружающийся автомобиль, прицеп или полуприцеп с кузовом (чаще бункерного типа), механически (как правило, гидравлически) наклоняемым для выгрузки груза или с принудительной разгрузкой (например, шнеком)",КСР,,,91.14.03,Определение синтезировано
,,AKD,,,Автомобиль тягач,"самоходная безрельсовая наземная транспортная машина, предназначенная для буксировки прицепов и полуприцепов, несамоходных машин (строительных, сельскохозяйственных), грузов на санях и волокушах, а также для буксировки арт- и ракетных систем, неисправных самоходных машин (автомобилей, танков и проч.) и самолётов на аэродромах.",КСР,,,91.14.04,Определение синтезировано
,,AKE,,,Прицеп,"Транспортное средство, не оборудованное двигателем и предназначенное для движения в составе с механическим транспортным средством",КСР,,,91.14.05,Определение синтезировано
,,AKF,,,Полуприцеп,"Разновидность прицепа, которая своей передней частью опирается на тягач",КСР,,,91.14.05,Определение синтезировано
,,AKG,,,Трубовоз,"Специализированная грузовая машина, которая оснащена для перевозки крупногабаритного и длинномерного груза, а именно труб",КСР,,,91.14.06,Определение синтезировано
,,AKH,,,Плетевоз,"Автомобиль с одним или несколькими одноосными прицепами, предназначенный для перевозки плетей (длинных звеньев труб или рельсов, соединённых путём сварки)",КСР,,,91.14.06,Определение синтезировано
,,AKJ,,,Автобитумовоз,"Транспортное средство, предназначенное для транспортирования жидких битумных материалов с температурой до 200 град. С с малыми потерями тепла, а также для перевозки других неагрессивных и взрывобезопасных вяжущих жидкостей",КСР,,,29.10.59.91.14.07-001,Определение синтезировано
,,AKK,,,Автоцементовоз,Машина для перевозки цемента на небольшие расстояния и средние (до 300 км),КСР,,,29.10.59.91.14.07-011,Определение синтезировано
,,AKL,,,Лыжи прицепные,Устройство для перевозки грузов прицепное,КСР,,,"29.20.23.91.14.07-021
28.30.70.91.14.07-022",Определение синтезировано
,,AKM,,,Машина для внутриблочной перевозки бетона,Машина для транспортировки бетона,КСР,,,29.10.59.91.14.07-031,Определение синтезировано
,,AKN,,,Панелевоз,"Грузовое транспортное средство, предназначенное для перевозки ограниченного ассортимента строительных изделий: бетонных перекрытий, панелей, балок, колонн, ригелей и некоторых других видов крупногабаритных ЖБИ",КСР,,,29.10.41.91.14.07-041,Определение синтезировано
,,AKP,,,Автомобиль бортовой с гидроманипулятором и электролебедкой,"Грузовой автомобиль, оборудованный гидроманипулятором и электролебедкой",КСР,,,29.10.59.91.14.07-504,Определение синтезировано
,,AKQ,,,Автомобиль бортовой с краном-манипулятором,"Грузовой автомобиль, оборудованный краном-манипулятором",КСР,,,"29.10.59.91.05.13-001
29.10.59.91.05.13-002
29.10.59.91.05.13-011
29.10.59.91.14.07-506
29.10.59.91.14.07-508",Определение синтезировано
